level,t1,t2,group,freq1,freq2,m2,use_this,notes
genus_name,Clementina,Clementia,Veneridae,1,262,0.125,,
genus_name,Tivela,Tivelina,Veneridae,161,49,0.142857142857143,,
genus_name,Glycymeris,Glycymerita,Glycymerididae,1558,343,0.272727272727273,,
genus_name,Neopycnodonta,Neopycnodonte,Gryphaeidae,10,54,0.1,,
genus_name,Darina,Darcinia,Mactridae,1,1,0.166666666666667,,
genus_name,Arcopaginula,Arcopagia,Tellinidae,8,172,0.111111111111111,,
genus_name,Macomona,Macoma,Tellinidae,8,937,0,,
genus_name,Panamicorbula,Parmicorbula,Corbulidae,9,95,0.0909090909090909,,
genus_name,Corbulomya,Corbulomima,Corbulidae,2,204,0.2,,
genus_name,Panamicorbula,Panzacorbula,Corbulidae,9,15,0.25,,
genus_name,Corbulomya,Corbula,Corbulidae,2,1694,0.142857142857143,,
genus_name,Pteromeris,Pleuromeris,Carditidae,37,203,0.3,,
genus_name,Medeella,Medeela,Radiolitidae,27,1,0.2,,
genus_name,Axinulus,Axinus,Thyasiridae,3,5,0.285714285714286,,
genus_name,Solena,Solen,Solenidae,304,290,0,,
genus_name,Psammotellina,Psammotella,Psammobiidae,4,1,0.111111111111111,,
genus_name,Scrobicularia,Scrobiculabra,Scrobiculariinae,7,2,0,,
genus_name,Amotapas,Amotapus,Raetomyidae,2,7,0.125,,
genus_name,Euzone,Euryzone,Gosseletinidae,10,53,0.25,,
genus_name,Bicarinella,Bicarina,Gosseletinidae,5,17,0.142857142857143,,
genus_name,Lacunospira,Lahnospira,Gosseletinidae,14,8,0.272727272727273,,
genus_name,Nordospira,Nodospira,Gosseletinidae,3,6,0.125,,
genus_name,Hormotomina,Hormotoma,Hormotomidae,8,343,0.285714285714286,,
genus_name,Trochonemella,Trochonema,Trochonematidae,22,146,0.111111111111111,,
genus_name,Pseudocryptaulina,Pseudocryptaenia,Eotomariidae,3,3,0.0666666666666667,,
genus_name,Trachyneritaria,Trachynerita,Neritariidae,3,23,0,,
genus_name,Omphaloptycha,Omphaloptychia,Coelostylinidae,74,14,0.0909090909090909,,
genus_name,Perotrochus,Pyrgotrochus,Pleurotomariidae,14,17,0.272727272727273,,
genus_name,Scoliostomina,Scoliostoma,Scoliostomatidae,3,7,0.111111111111111,,
genus_name,Planorbarius,Planorbis,Planorbidae,65,103,0.222222222222222,,
genus_name,Gryaulus,Gyraulus,Planorbidae,1,121,0,,
genus_name,Liotina,Liotia,Liotiidae,13,35,0.333333333333333,,
genus_name,Nerita,Neritoma,Neritidae,272,21,0.25,,
genus_name,Neritina,Nerita,Neritidae,149,272,0.166666666666667,,
genus_name,Amauropsina,Amauropsis,Naticidae,12,88,0.1,,
genus_name,Amauropsona,Amauropsina,Naticidae,2,12,0.1,,
genus_name,Paracerithium,Procerithium,Procerithiidae,11,139,0.272727272727273,,
genus_name,Volvarina,Volvarinella,Marginellidae,126,9,0.111111111111111,,
genus_name,Phorcus,Phorculus,Trochidae,7,1,0.125,,
genus_name,Vicaryella,Vicarya,Potamididae,15,32,0.142857142857143,,
genus_name,Zonarina,Zonaria,Cypraeidae,14,39,0,,
genus_name,Propustularia,Pustularia,Cypraeidae,13,32,0.222222222222222,,
genus_name,Drepanochilus,Drepanocheilus,Aporrhaidae,36,104,0,,
genus_name,Buccinulum,Buccinum,Buccinidae,9,157,0.285714285714286,,
genus_name,Suessionia,Suessonia,Buccinidae,2,10,0.125,,
genus_name,Latirulus,Latirus,Fasciolariidae,4,290,0.25,,
genus_name,Colpospirella,Colpospira,Turritellidae,1,24,0.222222222222222,,
genus_name,Cylichnella,Cylichna,Cylichnidae,83,418,0.222222222222222,,
genus_name,Cylichnania,Cylichna,Cylichnidae,15,418,0,,
genus_name,Microdaphne,Maoridaphne,Raphitomidae,1,1,0.0909090909090909,,
genus_name,Emarginulina,Emarginula,Fissurellidae,2,139,0,,
genus_name,Fissurellidea,Fissurella,Fissurellidae,29,197,0.125,,
genus_name,Lucapina,Lucapinella,Fissurellidae,16,28,0.222222222222222,,
genus_name,Torinista,Torinia,Architectonicidae,6,16,0.285714285714286,,
genus_name,Bittiolum,Bittium,Cerithiidae,23,511,0.428571428571429,,
genus_name,Rhinoclavus,Rhinoclavis,Cerithiidae,2,324,0.0909090909090909,,
genus_name,Calothrophon,Calotrophon,Muricidae,2,96,0.111111111111111,,
genus_name,Pterorhytis,Pterotyphis,Muricidae,8,17,0.1,,
genus_name,Pterorytis,Pterorhytis,Muricidae,3,8,0.111111111111111,,
genus_name,Rissoa,Rissoina,Rissoidae,91,195,0.166666666666667,,
genus_name,Strombinella,Strombina,Columbellidae,11,282,0.2,,
genus_name,Lissotesta,Lissotestella,Skeneidae,7,1,0.125,,
genus_name,Ancillina,Ancilla,Olividae,2,288,0.166666666666667,,
genus_name,Chrysalida,Chrysallida,Pyramidellidae,3,89,0,,
genus_name,Struthiolaria,Struthiolarella,Struthiolariidae,25,53,0.1,,
genus_name,Assiminia,Assiminea,Assimineidae,1,22,0.142857142857143,,
genus_name,Diacavolinia,Diacrolinia,Cavoliniidae,2,9,0.222222222222222,,
genus_name,Kurtzia,Kurtziella,Mangeliidae,8,88,0.222222222222222,,
genus_name,Stenothyrella,Stenothyra,Stenothyridae,2,7,0.111111111111111,,
genus_name,Gibberulina,Gibberula,Cystiscidae,10,58,0.125,,
genus_name,Gonioloboceratoides,Gonioloboceras,Gonioloboceratidae,6,42,0.166666666666667,,
genus_name,Cyrtobactrites,Ctenobactrites,Bactritidae,3,6,0.166666666666667,,
genus_name,Oelandia,Oelandiella,Helcionellidae,2,88,0,,
genus_name,Anhuiconus,Anuliconus,Helcionellidae,13,8,0.222222222222222,,
genus_name,Sinuitopsina,Sinuitopsis,Cyrtolitidae,1,26,0,,
genus_name,Ribeirina,Ribeiria,Ribeiriidae,1,84,0.285714285714286,,
genus_name,Pilotoceras,Pionoceras,Tarphyceratidae,1,8,0.363636363636364,,
genus_name,Trocholitoceras,Trocholites,Trocholitidae,3,45,0.181818181818182,,
genus_name,Catoraphiceras,Catoraphinoceras,Protocycloceratidae,10,1,0.0833333333333334,,
genus_name,Obliocycloceroides,Obliocycloceras,Orthoceratidae,1,1,0.181818181818182,,
genus_name,Richardsonoceroides,Richardsonoceras,Oncoceratidae,3,37,0,,
genus_name,Geisonocerina,Geisonoceras,Geisonoceratidae,7,68,0.111111111111111,,
genus_name,Dawsonocerina,Dawsonoceras,Dawsonoceratidae,3,91,0.1,,
genus_name,Cravenoceras,Cravenoceratoides,Cravenoceratidae,80,15,0.25,,
genus_name,Akrosphaeorthoceras,Akrosphaerorthoceras,Sphaerorthoceratidae,1,14,0,,
genus_name,Muensteroceratoides,Muensteroceras,Muensteroceratidae,4,55,0,,
genus_name,Anthracoceratoides,Anthracoceras,Anthracoceratidae,1,72,0.1,,
genus_name,Paedopronorites,Pseudopronorites,Pronoritidae,1,47,0.166666666666667,,
genus_name,Megapronorites,Metapronorites,Pronoritidae,44,37,0.0909090909090909,,
genus_name,Stereoplasmoceras,Stereoplasmocerina,Stereoplasmoceratidae,15,2,0.153846153846154,,
genus_name,Epithalassoceras,Eothalassoceras,Thalassoceratidae,4,2,0.166666666666667,,
genus_name,Huroniella,Huronia,Huroniidae,11,5,0.25,,
genus_name,Stenopharciceras,Synpharciceras,Pharciceratidae,6,8,0.25,,
genus_name,Phragmoteuthis,Permoteuthis,Phragmoteuthididae,5,2,0.25,,
genus_name,Proptychitoides,Proptychites,Proptychitidae,20,140,0.181818181818182,,
genus_name,Epicymatoceras,Eucymatoceras,Nautilidae,5,25,0.307692307692308,,
genus_name,Gyronautilus,Gryponautilus,Grypoceratidae,4,15,0.0833333333333334,,
genus_name,Eopachydiscus,Eupachydiscus,Pachydiscidae,1,58,0.0909090909090909,,
genus_name,Proplacenticeras,Placenticeras,Placenticeratidae,15,218,0.181818181818182,,
genus_name,Barremitites,Barremites,Desmoceratidae,17,172,0.125,,
genus_name,Parahoplitoides,Parahoplites,Parahoplitidae,7,44,0.181818181818182,,
genus_name,Hypacanthohoplites,Hypacanthoplites,Acanthohoplitidae,4,111,0.153846153846154,,
genus_name,Paracanthoplites,Paracanthohoplites,Acanthohoplitidae,1,1,0,,
genus_name,Pseudohelicoceras,Pseudhelicoceras,Turrilitidae,3,27,0,,
genus_name,Zelandites,Zealandites,Tetragonitidae,50,2,0,,
genus_name,Prorsisphinctes,Properisphinctes,Perisphinctidae,10,11,0,,
genus_name,Pectinatites,Propectinatites,Perisphinctidae,6,1,0.272727272727273,,
genus_name,Pseudoaspidoceras,Pseudaspidoceras,Acanthoceratidae,2,76,0,,
genus_name,Plesiacanthoceratoides,Plesiacanthoceras,Acanthoceratidae,2,9,0,,
genus_name,Epaspidoceras,Euaspidoceras,Aspidoceratidae,3,120,0.0909090909090909,,
genus_name,Audaxlytoceras,Analytoceras,Lytoceratidae,35,6,0.307692307692308,,
genus_name,Busnardoiceras,Busnardoites,Neocomitidae,5,59,0.166666666666667,,
genus_name,Paraboliceratoides,Paraboliceras,Neocomitidae,2,6,0.181818181818182,,
genus_name,Jeanthieuolyites,Jeanthieuloyites,Holcodiscidae,1,31,0,,
genus_name,Eocephalites,Eurycephalites,Sphaeroceratidae,24,17,0.285714285714286,,
genus_name,Prionocyclites,Prionocyclus,Collignoniceratidae,1,88,0.272727272727273,,
genus_name,Pseudogrammoceras,Phlyseogrammoceras,Hildoceratidae,197,48,0.357142857142857,,
genus_name,Erycitoides,Erycites,Hammatoceratidae,12,70,0.333333333333333,,
genus_name,Abbasites,Abbasitoides,Hammatoceratidae,18,16,0.222222222222222,,
genus_name,Neotibetites,Nodotibetites,Tibetitidae,6,2,0.125,,
genus_name,Arctotropites,Acanthotropites,Tropitidae,1,1,0.25,,
genus_name,Reynesocoeloceras,Reynesoceras,Dactylioceratidae,31,63,0.3,,
genus_name,Frechitoides,Frechites,Ceratitidae,6,72,0.222222222222222,,
genus_name,Arctoptychites,Aristoptychites,Ptychitidae,18,7,0,,
genus_name,Praesibirites,Parasibirites,Sibiritidae,7,13,0,,
genus_name,Longobarditoides,Longobardites,Longobarditidae,12,107,0.166666666666667,,
genus_name,Parapassaloteuthis,Passaloteuthis,Passaloteuthididae,9,81,0.181818181818182,,
genus_name,Nordophiceratoides,Nordophiceras,Nordophiceratidae,23,48,0.166666666666667,,
genus_name,Muensterellina,Muensterella,Muensterellidae,1,3,0.2,,
genus_name,Paraplesioteuthis,Plesioteuthis,Plesioteuthidae,1,5,0.2,,
