"index","phylum","class","order","genus","fauna","interval_max","interval_min","max_ma","min_ma","max_ma_2022","min_ma_2022","cl_gn","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_accepted_no"
11590,"Bryozoa","Gymnolaemata","Cheilostomata","Stenopsis","Modern","Burdigalian","Meghalayan",20.45,0,20.44,0,"Gymnolaemata_Stenopsis","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Stenopsis","26239"
11591,"Bryozoa","Gymnolaemata","Cheilostomata","Stenosipora","Modern","Lutetian","Serravallian",48.07,11.63,47.8,11.63,"Gymnolaemata_Stenosipora","Bryozoa","Gymnolaemata","Cheilostomata","Ascosiidae","Stenosipora","26240"
11592,"Bryozoa","Gymnolaemata","Cheilostomata","Stephanollona","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Stephanollona","Bryozoa","Gymnolaemata","Cheilostomata","Phidoloporidae","Stephanollona","26241"
11593,"Bryozoa","Gymnolaemata","Cheilostomata","Stephanosella","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Gymnolaemata_Stephanosella",,,,,,
11594,"Bryozoa","Gymnolaemata","Cheilostomata","Stephanotrema","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Gymnolaemata_Stephanotrema","Bryozoa","Gymnolaemata","Cheilostomata","Stomachetosellidae","Stephanotrema","26243"
11595,"Bryozoa","Gymnolaemata","Cheilostomata","Steraechmella","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Gymnolaemata_Steraechmella","Bryozoa","Gymnolaemata","Cheilostomata","Microporidae","Steraechmella","26244"
11596,"Bryozoa","Gymnolaemata","Cheilostomata","Stichocados","Modern","Maastrichtian","Danian",72.2,61.66,72.1,61.6,"Gymnolaemata_Stichocados","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Stichocados","26245"
11597,"Bryozoa","Gymnolaemata","Cheilostomata","Stichomicropora","Modern","Cenomanian","Priabonian",100.5,33.9,100.5,33.9,"Gymnolaemata_Stichomicropora","Bryozoa","Gymnolaemata","Cheilostomata","Monoporellidae","Stichomicropora","26246"
11598,"Bryozoa","Gymnolaemata","Cheilostomata","Stichopora","Modern","Campanian","Maastrichtian",83.6,66,83.6,66,"Gymnolaemata_Stichopora","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Stichopora","26247"
11599,"Bryozoa","Gymnolaemata","Cheilostomata","Stichoporina","Modern","Rupelian","Messinian",33.9,5.333,33.9,5.333,"Gymnolaemata_Stichoporina","Bryozoa","Gymnolaemata","Cheilostomata","Orbituliporidae","Stichoporina","26248"
11600,"Bryozoa","Gymnolaemata","Cheilostomata","Stichtostega","Modern","Campanian","Campanian",83.6,72.2,83.6,72.1,"Gymnolaemata_Stichtostega","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Stichtostega","26249"
11601,"Bryozoa","Gymnolaemata","Cheilostomata","Stomachetosella","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Gymnolaemata_Stomachetosella","Bryozoa","Gymnolaemata","Cheilostomata","Stomachetosellidae","Stomachetosella","26250"
11602,"Bryozoa","Gymnolaemata","Cheilostomata","Stomhypselosaria","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Stomhypselosaria","Bryozoa","Gymnolaemata","Cheilostomata","Cellariidae","Stomhypselosaria","26251"
11603,"Bryozoa","Gymnolaemata","Cheilostomata","Strongylopora","Modern","Danian","Meghalayan",66,0,66,0,"Gymnolaemata_Strongylopora","Bryozoa","Gymnolaemata","Cheilostomata","Catenicellidae","Strongylopora","26252"
11604,"Bryozoa","Gymnolaemata","Cheilostomata","Strophipora","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Strophipora","Bryozoa","Gymnolaemata","Cheilostomata","Catenicellidae","Strophipora","26253"
11605,"Bryozoa","Gymnolaemata","Cheilostomata","Stylopoma","Modern","Burdigalian","Meghalayan",20.45,0,20.44,0,"Gymnolaemata_Stylopoma","Bryozoa","Gymnolaemata","Cheilostomata","Schizoporellidae","Stylopoma","26254"
11606,"Bryozoa","Gymnolaemata","Cheilostomata","Sylonika","Modern","Ypresian","Ypresian",56,48.07,56,47.8,"Gymnolaemata_Sylonika","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Sylonika","26255"
11607,"Bryozoa","Gymnolaemata","Cheilostomata","Synaptacella","Modern","Danian","Late Pleistocene",66,0.0117,66,0.0117,"Gymnolaemata_Synaptacella","Bryozoa","Gymnolaemata","Cheilostomata","Candidae","Synaptacella","26256"
11608,"Bryozoa","Gymnolaemata","Cheilostomata","Synnotum","Modern","Burdigalian","Meghalayan",20.45,0,20.44,0,"Gymnolaemata_Synnotum","Bryozoa","Gymnolaemata","Cheilostomata","Epistomiidae","Synnotum","26257"
11609,"Bryozoa","Gymnolaemata","Cheilostomata","Systenostoma","Modern","Campanian","Thanetian",83.6,56,83.6,56,"Gymnolaemata_Systenostoma","Bryozoa","Gymnolaemata","Cheilostomata","Platyglenidae","Systenostoma","26258"
11610,"Bryozoa","Gymnolaemata","Cheilostomata","Taeniocellana","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Taeniocellana","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Taeniocellaria","510354"
11611,"Bryozoa","Gymnolaemata","Cheilostomata","Taenioporella","Modern","Maastrichtian","Danian",72.2,61.66,72.1,61.6,"Gymnolaemata_Taenioporella","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Taenioporella","26260"
11612,"Bryozoa","Gymnolaemata","Cheilostomata","Taenioporina","Modern","Campanian","Thanetian",83.6,56,83.6,56,"Gymnolaemata_Taenioporina","Bryozoa","Gymnolaemata","Cheilostomata","Taenioporinidae","Taenioporina","26261"
11613,"Bryozoa","Gymnolaemata","Cheilostomata","Taphrostoma","Modern","Bartonian","Bartonian",41.03,37.71,41.2,37.71,"Gymnolaemata_Taphrostoma","Bryozoa","Gymnolaemata","Cheilostomata","Aspidostomatidae","Taphrostoma","26262"
11614,"Bryozoa","Gymnolaemata","Cheilostomata","Taractopora","Modern","Coniacian","Campanian",89.8,72.2,89.8,72.1,"Gymnolaemata_Taractopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Taractopora","26263"
11615,"Bryozoa","Gymnolaemata","Cheilostomata","Tegella","Modern","Cenomanian","Meghalayan",100.5,0,100.5,0,"Gymnolaemata_Tegella","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Tegella","26264"
11616,"Bryozoa","Gymnolaemata","Cheilostomata","Teichopora","Modern","Thanetian","Priabonian",59.24,33.9,59.2,33.9,"Gymnolaemata_Teichopora","Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Teichopora","26265"
11617,"Bryozoa","Gymnolaemata","Cheilostomata","Tessaradoma","Modern","Danian","Meghalayan",66,0,66,0,"Gymnolaemata_Tessaradoma","Bryozoa","Gymnolaemata","Cheilostomata","Tessaradomidae","Tessaradoma","26266"
11618,"Bryozoa","Gymnolaemata","Cheilostomata","Tetraplaria","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Tetraplaria","Bryozoa","Gymnolaemata","Cheilostomata","Tetraplariidae","Tetraplaria","26267"
11619,"Bryozoa","Gymnolaemata","Cheilostomata","Teuchopora","Modern","Messinian","Late Pleistocene",7.246,0.0117,7.246,0.0117,"Gymnolaemata_Teuchopora","Bryozoa","Gymnolaemata","Cheilostomata","Teuchoporidae","Teuchopora","26268"
11620,"Bryozoa","Gymnolaemata","Cheilostomata","Thalamoporella","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Thalamoporella","Bryozoa","Gymnolaemata","Cheilostomata","Thalamoporellidae","Thalamoporella","26269"
11621,"Bryozoa","Gymnolaemata","Cheilostomata","Thecatia","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Gymnolaemata_Thecatia","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Thecatia","26270"
11622,"Bryozoa","Gymnolaemata","Cheilostomata","Thoracopora","Modern","Turonian","Campanian",93.9,72.2,93.9,72.1,"Gymnolaemata_Thoracopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Thoracopora","26271"
11623,"Bryozoa","Gymnolaemata","Cheilostomata","Thornipora","Modern","Maastrichtian","Danian",72.2,61.66,72.1,61.6,"Gymnolaemata_Thornipora","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Tornipora","26272"
11624,"Bryozoa","Gymnolaemata","Cheilostomata","Thyracella","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Thyracella","Bryozoa","Gymnolaemata","Cheilostomata","Bryopastoridae","Thyracella","26273"
11625,"Bryozoa","Gymnolaemata","Cheilostomata","Trematooecia","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Trematooecia","Bryozoa","Gymnolaemata","Cheilostomata","Colatooeciidae","Trematooecia","26274"
11626,"Bryozoa","Gymnolaemata","Cheilostomata","Tremocoscinopleura","Modern","Campanian","Maastrichtian",83.6,66,83.6,66,"Gymnolaemata_Tremocoscinopleura","Bryozoa","Gymnolaemata","Cheilostomata","Coscinopleuridae","Tremocoscinopleura","26278"
11627,"Bryozoa","Gymnolaemata","Cheilostomata","Tremogasterina","Modern","Thanetian","Meghalayan",59.24,0,59.2,0,"Gymnolaemata_Tremogasterina","Bryozoa","Gymnolaemata","Cheilostomata","Arachnopusiidae","Tremogasterina","26275"
11628,"Bryozoa","Gymnolaemata","Cheilostomata","Tremolyrula","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Tremolyrula",,,,,,
11629,"Bryozoa","Gymnolaemata","Cheilostomata","Tremopora","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Tremopora","Bryozoa","Gymnolaemata","Cheilostomata","Hiantoporidae","Tremopora","26277"
11630,"Bryozoa","Gymnolaemata","Cheilostomata","Tremoschizodina","Modern","Burdigalian","Meghalayan",20.45,0,20.44,0,"Gymnolaemata_Tremoschizodina","Bryozoa","Gymnolaemata","Cheilostomata","Stomachetosellidae","Tremoschizodina","26279"
11631,"Bryozoa","Gymnolaemata","Cheilostomata","Tremotoichos","Modern","Bartonian","Priabonian",41.03,33.9,41.2,33.9,"Gymnolaemata_Tremotoichos","Bryozoa","Gymnolaemata","Cheilostomata","Porinidae","Tremotoichos","26280"
11632,"Bryozoa","Gymnolaemata","Cheilostomata","Treptopora","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Treptopora","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Treptopora","26281"
11633,"Bryozoa","Gymnolaemata","Cheilostomata","Tretosina","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Gymnolaemata_Tretosina","Bryozoa","Gymnolaemata","Cheilostomata","Calescharidae","Tretosina","26282"
11634,"Bryozoa","Gymnolaemata","Cheilostomata","Tricephalopora","Modern","Coniacian","Thanetian",89.8,56,89.8,56,"Gymnolaemata_Tricephalopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Tricephalopora","26283"
11635,"Bryozoa","Gymnolaemata","Cheilostomata","Tricolpopora","Modern","Coniacian","Maastrichtian",89.8,66,89.8,66,"Gymnolaemata_Tricolpopora","Bryozoa","Gymnolaemata","Cheilostomata","Trypostegidae","Tricolpopora","26284"
11636,"Bryozoa","Gymnolaemata","Cheilostomata","Tricornicella","Modern","Thanetian","Rupelian",59.24,27.3,59.2,27.82,"Gymnolaemata_Tricornicella","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Tricornicella","26285"
11637,"Bryozoa","Gymnolaemata","Cheilostomata","Trigonopora","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Gymnolaemata_Trigonopora","Bryozoa","Gymnolaemata","Cheilostomata","Umbonulidae","Trigonopora","26286"
11638,"Bryozoa","Gymnolaemata","Cheilostomata","Trilophopora","Modern","Cenomanian","Danian",100.5,61.66,100.5,61.6,"Gymnolaemata_Trilophopora","Bryozoa","Gymnolaemata","Cheilostomata","Trypostegidae","Trilophopora","26287"
11639,"Bryozoa","Gymnolaemata","Cheilostomata","Triporula","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Triporula","Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Triporula","26288"
11640,"Bryozoa","Gymnolaemata","Cheilostomata","Trochopora","Modern","Lutetian","Serravallian",48.07,11.63,47.8,11.63,"Gymnolaemata_Trochopora","Bryozoa","Gymnolaemata","Cheilostomata","Lunulitidae","Trochopora","26289"
11641,"Bryozoa","Gymnolaemata","Cheilostomata","Trochosodon","Modern","Gelasian","Meghalayan",2.58,0,2.58,0,"Gymnolaemata_Trochosodon","Bryozoa","Gymnolaemata","Cheilostomata","Conescharellinidae","Trochosodon","26290"
11642,"Bryozoa","Gymnolaemata","Cheilostomata","Trypematella","Modern","Gelasian","Late Pleistocene",2.58,0.0117,2.58,0.0117,"Gymnolaemata_Trypematella","Bryozoa","Gymnolaemata","Cheilostomata","Exochellidae","Trypematella","26291"
11643,"Bryozoa","Gymnolaemata","Cheilostomata","Trypocella","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Gymnolaemata_Trypocella","Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Trypocella","26292"
11644,"Bryozoa","Gymnolaemata","Cheilostomata","Trypostega","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Trypostega","Bryozoa","Gymnolaemata","Cheilostomata","Trypostegidae","Trypostega","26293"
11645,"Bryozoa","Gymnolaemata","Cheilostomata","Tshokrakopora","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Tshokrakopora","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Tshokrakopora","26294"
11646,"Bryozoa","Gymnolaemata","Cheilostomata","Tubescharina","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Tubescharina","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Tubescharina","26295"
11647,"Bryozoa","Gymnolaemata","Cheilostomata","Tubiporella","Modern","Danian","Meghalayan",66,0,66,0,"Gymnolaemata_Tubiporella","Bryozoa","Gymnolaemata","Cheilostomata","Didymosellidae","Tubiporella","26296"
11648,"Bryozoa","Gymnolaemata","Cheilostomata","Tubitrabecularia","Modern","Priabonian","Messinian",37.71,5.333,37.71,5.333,"Gymnolaemata_Tubitrabecularia",,,,,,
11649,"Bryozoa","Gymnolaemata","Cheilostomata","Tubucella","Modern","Ypresian","Chattian",56,23.04,56,23.03,"Gymnolaemata_Tubucella","Bryozoa","Gymnolaemata","Cheilostomata","Margarettidae","Tubucella","26298"
11650,"Bryozoa","Gymnolaemata","Cheilostomata","Tubucellaria","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Tubucellaria",,,,,,
11651,"Bryozoa","Gymnolaemata","Cheilostomata","Turbicellopora","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Gymnolaemata_Turbicellopora","Bryozoa","Gymnolaemata","Cheilostomata","Celleporidae","Turbicellepora","26300"
11652,"Bryozoa","Gymnolaemata","Cheilostomata","Tylopora","Modern","Cenomanian","Turonian",100.5,89.8,100.5,89.8,"Gymnolaemata_Tylopora","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Tylopora","26301"
11653,"Bryozoa","Gymnolaemata","Cheilostomata","Ubaghsia","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Ubaghsia","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Ubaghsia","26302"
11654,"Bryozoa","Gymnolaemata","Cheilostomata","Umbonula","Modern","Thanetian","Meghalayan",59.24,0,59.2,0,"Gymnolaemata_Umbonula","Bryozoa","Gymnolaemata","Cheilostomata","Umbonulidae","Umbonula","26303"
11655,"Bryozoa","Gymnolaemata","Cheilostomata","Uniavicularia","Modern","Tortonian","Meghalayan",11.63,0,11.63,0,"Gymnolaemata_Uniavicularia","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Uniavicularia","26304"
11656,"Bryozoa","Gymnolaemata","Cheilostomata","Velumella","Modern","Bartonian","Bartonian",41.03,37.71,41.2,37.71,"Gymnolaemata_Velumella",,,,,,
11657,"Bryozoa","Gymnolaemata","Cheilostomata","Verminaria","Modern","Zanclean","Meghalayan",5.333,0,5.333,0,"Gymnolaemata_Verminaria","Bryozoa","Gymnolaemata","Cheilostomata","Microporidae","Verminaria","26306"
11658,"Bryozoa","Gymnolaemata","Cheilostomata","Vibracella","Modern","Coniacian","Meghalayan",89.8,0,89.8,0,"Gymnolaemata_Vibracella","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Vibracella","26307"
11659,"Bryozoa","Gymnolaemata","Cheilostomata","Vibracellina","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Vibracellina","Bryozoa","Gymnolaemata","Cheilostomata","Cupuladriidae","Vibracellina","26308"
11660,"Bryozoa","Gymnolaemata","Cheilostomata","Vibraculina","Modern","Tortonian","Piacenzian",11.63,2.58,11.63,2.58,"Gymnolaemata_Vibraculina","Bryozoa","Gymnolaemata","Cheilostomata","Vicidae","Vibraculina","26309"
11661,"Bryozoa","Gymnolaemata","Cheilostomata","Vincularia","Modern","Santonian","Meghalayan",85.7,0,86.3,0,"Gymnolaemata_Vincularia","Bryozoa","Gymnolaemata","Cheilostomata","Vinculariidae","Vincularia","26310"
11662,"Bryozoa","Gymnolaemata","Cheilostomata","Virgocella","Modern","Campanian","Thanetian",83.6,56,83.6,56,"Gymnolaemata_Virgocella","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Virgocella","26311"
11663,"Bryozoa","Gymnolaemata","Cheilostomata","Vittaticella","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Gymnolaemata_Vittaticella",,,,,,
11664,"Bryozoa","Gymnolaemata","Cheilostomata","Volviflustrellaria","Modern","Campanian","Maastrichtian",83.6,66,83.6,66,"Gymnolaemata_Volviflustrellaria","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Volviflustrellaria","26313"
11665,"Bryozoa","Gymnolaemata","Cheilostomata","Voorthuyseniella","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Voorthuyseniella","Bryozoa","Gymnolaemata","Cheilostomata","Bicorniferidae","Voorthuyseniella","26314"
11666,"Bryozoa","Gymnolaemata","Cheilostomata","Watersipora","Modern","Messinian","Meghalayan",7.246,0,7.246,0,"Gymnolaemata_Watersipora","Bryozoa","Gymnolaemata","Cheilostomata","Watersiporidae","Watersipora","26316"
11667,"Bryozoa","Gymnolaemata","Cheilostomata","Wawalia","Modern","Valanginian","Albian",137.05,100.5,139.8,100.5,"Gymnolaemata_Wawalia","Bryozoa","Gymnolaemata","Cheilostomata","Wawaliidae","Wawalia","26315"
11668,"Bryozoa","Gymnolaemata","Cheilostomata","Wilbertopora","Modern","Albian","Albian",113.2,100.5,113,100.5,"Gymnolaemata_Wilbertopora","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Wilbertopora","26317"
11669,"Bryozoa","Gymnolaemata","Cheilostomata","Woodipora","Modern","Campanian","Piacenzian",83.6,2.58,83.6,2.58,"Gymnolaemata_Woodipora","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Woodipora","26318"
11670,"Bryozoa","Gymnolaemata","Cheilostomata","Xaveropora","Modern","Tortonian","Messinian",11.63,5.333,11.63,5.333,"Gymnolaemata_Xaveropora","Bryozoa","Gymnolaemata","Cheilostomata","Orbituliporidae","Xaveropora","26319"
11671,"Bryozoa","Gymnolaemata","Ctenostomata","Allonema","Modern","Rhuddanian","Kasimovian",443.1,303.7,443.8,303.7,"Gymnolaemata_Allonema",,,,,,
11672,"Bryozoa","Gymnolaemata","Ctenostomata","Amathia","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Gymnolaemata_Amathia","Bryozoa","Gymnolaemata","Ctenostomata","Vesiculariidae","Amathia","25685"
11673,"Bryozoa","Gymnolaemata","Ctenostomata","Arachnidid","Modern","Ladinian","Ladinian",241.464,237,242,237,"Gymnolaemata_Arachnidid",,,,,,
11674,"Bryozoa","Gymnolaemata","Ctenostomata","Arachnidium","Modern","Aalenian","Meghalayan",174.7,0,174.7,0,"Gymnolaemata_Arachnidium","Bryozoa","Gymnolaemata","Ctenostomata","Arachnidiidae","Arachnidium","25686"
11675,"Bryozoa","Gymnolaemata","Ctenostomata","Arachnoidella","Modern","Kimmeridgian","Meghalayan",154.8,0,154.8,0,"Gymnolaemata_Arachnoidella","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Arachnoidella","25687"
11676,"Bryozoa","Gymnolaemata","Ctenostomata","Ascodictyon","Modern","Homerian","Sakmarian",430.6,290.1,430.5,290.1,"Gymnolaemata_Ascodictyon","Bryozoa","Gymnolaemata","Ctenostomata","Ascodictyidae","Ascodictyon","25688"
11677,"Bryozoa","Gymnolaemata","Ctenostomata","Bascomella","Modern","Bashkirian","Capitanian",323.4,259.857,323.2,259.51,"Gymnolaemata_Bascomella",,,,,,
11678,"Bryozoa","Gymnolaemata","Ctenostomata","Buskia","Modern","Oxfordian","Meghalayan",161.5,0,161.5,0,"Gymnolaemata_Buskia","Bryozoa","Gymnolaemata","Ctenostomata","Buskiidae","Buskia","25690"
11679,"Bryozoa","Gymnolaemata","Ctenostomata","Cardiarachnidium","Modern","Oxfordian","Oxfordian",161.5,154.8,161.5,154.8,"Gymnolaemata_Cardiarachnidium","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Cardiarachnidium","25691"
11680,"Bryozoa","Gymnolaemata","Ctenostomata","Casteropora","Modern","Pragian","Eifelian",413.02,387.95,410.8,387.7,"Gymnolaemata_Casteropora","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Casteropora","25692"
11681,"Bryozoa","Gymnolaemata","Ctenostomata","Condranema","Modern","Dapingian","Sakmarian",471.3,290.1,470,290.1,"Gymnolaemata_Condranema",,,,,,
11682,"Bryozoa","Gymnolaemata","Ctenostomata","Cookobryozoon","Modern","Langhian","Piacenzian",15.98,2.58,15.97,2.58,"Gymnolaemata_Cookobryozoon","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Cookobryozoon","25694"
11683,"Bryozoa","Gymnolaemata","Ctenostomata","Eliasopora","Modern","Homerian","Serpukhovian",430.6,323.4,430.5,323.2,"Gymnolaemata_Eliasopora","Bryozoa","Gymnolaemata","Ctenostomata","Ascodictyidae","Eliasopora","25695"
11684,"Bryozoa","Gymnolaemata","Ctenostomata","Fischerella","Modern","Visean","Visean",346.7,330.3,346.7,330.9,"Gymnolaemata_Fischerella","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Fischerella","25696"
11685,"Bryozoa","Gymnolaemata","Ctenostomata","Foraripora","Modern","Campanian","Maastrichtian",83.6,66,83.6,66,"Gymnolaemata_Foraripora","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Foraripora","25697"
11686,"Bryozoa","Gymnolaemata","Ctenostomata","Haimeina","Modern","Rhaetian","Pliensbachian",205.7,184.2,208.5,184.2,"Gymnolaemata_Haimeina","Bryozoa","Gymnolaemata","Ctenostomata","NO_FAMILY_SPECIFIED","Haimeina","25698"
