"index","phylum","class","order","genus","fauna","interval_max","interval_min","max_ma","min_ma","max_ma_2022","min_ma_2022","cl_gn","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_accepted_no"
11478,"Bryozoa","Gymnolaemata","Cheilostomata","Planicellaria","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Planicellaria","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Planicellaria","26127"
11479,"Bryozoa","Gymnolaemata","Cheilostomata","Platyglena","Modern","Turonian","Danian",93.9,61.66,93.9,61.6,"Gymnolaemata_Platyglena","Bryozoa","Gymnolaemata","Cheilostomata","Platyglenidae","Platyglena","26128"
11480,"Bryozoa","Gymnolaemata","Cheilostomata","Pleurolyrula","Modern","Priabonian","Messinian",37.71,5.333,37.71,5.333,"Gymnolaemata_Pleurolyrula","Bryozoa","Gymnolaemata","Cheilostomata","Romancheinidae","Pleurolyrula","26129"
11481,"Bryozoa","Gymnolaemata","Cheilostomata","Pleuroschizella","Modern","Ypresian","Priabonian",56,33.9,56,33.9,"Gymnolaemata_Pleuroschizella","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Pleuroschizella","26130"
11482,"Bryozoa","Gymnolaemata","Cheilostomata","Pliophloea","Modern","Coniacian","Lutetian",89.8,41.03,89.8,41.2,"Gymnolaemata_Pliophloea","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Pliophloea","26131"
11483,"Bryozoa","Gymnolaemata","Cheilostomata","Pnictopora","Modern","Coniacian","Santonian",89.8,83.6,89.8,83.6,"Gymnolaemata_Pnictopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Pnictopora","26132"
11484,"Bryozoa","Gymnolaemata","Cheilostomata","Pnictoporopsis","Modern","Santonian","Campanian",85.7,72.2,86.3,72.1,"Gymnolaemata_Pnictoporopsis","Bryozoa","Gymnolaemata","Cheilostomata","Platyglenidae","Pnictoporopsis","26133"
11485,"Bryozoa","Gymnolaemata","Cheilostomata","Polycephalopora","Modern","Campanian","Maastrichtian",83.6,66,83.6,66,"Gymnolaemata_Polycephalopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Polycephalopora","26134"
11486,"Bryozoa","Gymnolaemata","Cheilostomata","Polyceratopora","Modern","Cenomanian","Maastrichtian",100.5,66,100.5,66,"Gymnolaemata_Polyceratopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Polyceratopora","26135"
11487,"Bryozoa","Gymnolaemata","Cheilostomata","Porella","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Porella","Bryozoa","Gymnolaemata","Cheilostomata","Bryocryptellidae","Porella","26136"
11488,"Bryozoa","Gymnolaemata","Cheilostomata","Poricella","Modern","Lutetian","Lutetian",48.07,41.03,47.8,41.2,"Gymnolaemata_Poricella","Bryozoa","Gymnolaemata","Cheilostomata","Arachnopusiidae","Poricella","26137"
11489,"Bryozoa","Gymnolaemata","Cheilostomata","Poricellaria","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Gymnolaemata_Poricellaria","Bryozoa","Gymnolaemata","Cheilostomata","Poricellariidae","Poricellaria","26138"
11490,"Bryozoa","Gymnolaemata","Cheilostomata","Porina","Modern","Campanian","Meghalayan",83.6,0,83.6,0,"Gymnolaemata_Porina","Bryozoa","Gymnolaemata","Cheilostomata","Porinidae","Porina","26139"
11491,"Bryozoa","Gymnolaemata","Cheilostomata","Porismittina","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Porismittina","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Porismittina","26140"
11492,"Bryozoa","Gymnolaemata","Cheilostomata","Porometra","Modern","Langhian","Piacenzian",15.98,2.58,15.97,2.58,"Gymnolaemata_Porometra","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Porometra","26141"
11493,"Bryozoa","Gymnolaemata","Cheilostomata","Poropeltarion","Modern","Lutetian","Priabonian",48.07,33.9,47.8,33.9,"Gymnolaemata_Poropeltarion","Bryozoa","Gymnolaemata","Cheilostomata","Microporidae","Poropeltarion","26142"
11494,"Bryozoa","Gymnolaemata","Cheilostomata","Prattia","Modern","Ypresian","Priabonian",56,33.9,56,33.9,"Gymnolaemata_Prattia","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Prattia","26143"
11495,"Bryozoa","Gymnolaemata","Cheilostomata","Prenantia","Modern","Zanclean","Meghalayan",5.333,0,5.333,0,"Gymnolaemata_Prenantia","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Prenantia","26144"
11496,"Bryozoa","Gymnolaemata","Cheilostomata","Prodromopora","Modern","Coniacian","Santonian",89.8,83.6,89.8,83.6,"Gymnolaemata_Prodromopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Prodromopora","26145"
11497,"Bryozoa","Gymnolaemata","Cheilostomata","Prosotopora","Modern","Santonian","Santonian",85.7,83.6,86.3,83.6,"Gymnolaemata_Prosotopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Prosotopora","26146"
11498,"Bryozoa","Gymnolaemata","Cheilostomata","Prostomaria","Modern","Langhian","Langhian",15.98,13.82,15.97,13.82,"Gymnolaemata_Prostomaria","Bryozoa","Gymnolaemata","Cheilostomata","Prostomariidae","Prostomaria","26147"
11499,"Bryozoa","Gymnolaemata","Cheilostomata","Pseudobeisselma","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Pseudobeisselma","Bryozoa","Gymnolaemata","Cheilostomata","Lepraliellidae","Pseudobeisselina","510923"
11500,"Bryozoa","Gymnolaemata","Cheilostomata","Pseudolunulites","Modern","Chattian","Chattian",27.3,23.04,27.82,23.03,"Gymnolaemata_Pseudolunulites","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Pseudolunulites","26149"
11501,"Bryozoa","Gymnolaemata","Cheilostomata","Pseudostege","Modern","Cenomanian","Maastrichtian",100.5,66,100.5,66,"Gymnolaemata_Pseudostege","Bryozoa","Gymnolaemata","Cheilostomata","Membraniporidae","Pseudostege","26150"
11502,"Bryozoa","Gymnolaemata","Cheilostomata","Pseudothyracella","Modern","Danian","Danian",66,61.66,66,61.6,"Gymnolaemata_Pseudothyracella","Bryozoa","Gymnolaemata","Cheilostomata","Bryopastoridae","Pseudothyracella","26151"
11503,"Bryozoa","Gymnolaemata","Cheilostomata","Psilosecos","Modern","Danian","Priabonian",66,33.9,66,33.9,"Gymnolaemata_Psilosecos","Bryozoa","Gymnolaemata","Cheilostomata","Phidoloporidae","Psilosecos","26152"
11504,"Bryozoa","Gymnolaemata","Cheilostomata","Pterocella","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Gymnolaemata_Pterocella","Bryozoa","Gymnolaemata","Cheilostomata","Catenicellidae","Pterocella","26153"
11505,"Bryozoa","Gymnolaemata","Cheilostomata","Puellina","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Gymnolaemata_Puellina","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Puellina","26154"
11506,"Bryozoa","Gymnolaemata","Cheilostomata","Puncturiella","Modern","Campanian","Thanetian",83.6,56,83.6,56,"Gymnolaemata_Puncturiella","Bryozoa","Gymnolaemata","Cheilostomata","Microporidae","Puncturiella","26155"
11507,"Bryozoa","Gymnolaemata","Cheilostomata","Pyripora","Modern","Albian","Meghalayan",113.2,0,113,0,"Gymnolaemata_Pyripora","Bryozoa","Gymnolaemata","Cheilostomata","Electridae","Pyripora","26156"
11508,"Bryozoa","Gymnolaemata","Cheilostomata","Pyriporella","Modern","Cenomanian","Maastrichtian",100.5,66,100.5,66,"Gymnolaemata_Pyriporella","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Pyriporella","26157"
11509,"Bryozoa","Gymnolaemata","Cheilostomata","Pyriporopsis","Modern","Tithonian","Albian",149.2,100.5,149.2,100.5,"Gymnolaemata_Pyriporopsis","Bryozoa","Gymnolaemata","Cheilostomata","Electridae","Pyriporopsis","26158"
11510,"Bryozoa","Gymnolaemata","Cheilostomata","Pyrulella","Modern","Cenomanian","Meghalayan",100.5,0,100.5,0,"Gymnolaemata_Pyrulella",,,,,,
11511,"Bryozoa","Gymnolaemata","Cheilostomata","Quadricellaria","Modern","Turonian","Maastrichtian",93.9,66,93.9,66,"Gymnolaemata_Quadricellaria","Bryozoa","Gymnolaemata","Cheilostomata","Quadricellariidae","Quadricellaria","26160"
11512,"Bryozoa","Gymnolaemata","Cheilostomata","Quadriscutella","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Gymnolaemata_Quadriscutella","Bryozoa","Gymnolaemata","Cheilostomata","Phorioppniidae","Quadriscutella","26161"
11513,"Bryozoa","Gymnolaemata","Cheilostomata","Radulopora","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Gymnolaemata_Radulopora","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Radulopora","26162"
11514,"Bryozoa","Gymnolaemata","Cheilostomata","Ramphonotus","Modern","Santonian","Meghalayan",85.7,0,86.3,0,"Gymnolaemata_Ramphonotus","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Ramphonotus","26163"
11515,"Bryozoa","Gymnolaemata","Cheilostomata","Rectonychocella","Modern","Bartonian","Rupelian",41.03,27.3,41.2,27.82,"Gymnolaemata_Rectonychocella","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Rectonychocella","26164"
11516,"Bryozoa","Gymnolaemata","Cheilostomata","Reginella","Modern","Zanclean","Meghalayan",5.333,0,5.333,0,"Gymnolaemata_Reginella","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Reginella","26165"
11517,"Bryozoa","Gymnolaemata","Cheilostomata","Reptadeonella","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Reptadeonella","Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Reptadeonella","26166"
11518,"Bryozoa","Gymnolaemata","Cheilostomata","Reptescharipora","Modern","Coniacian","Maastrichtian",89.8,66,89.8,66,"Gymnolaemata_Reptescharipora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Reptescharipora","26167"
11519,"Bryozoa","Gymnolaemata","Cheilostomata","Reptolunites","Modern","Turonian","Serravallian",93.9,11.63,93.9,11.63,"Gymnolaemata_Reptolunites",,,,,,
11520,"Bryozoa","Gymnolaemata","Cheilostomata","Retepora","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Gymnolaemata_Retepora",,,,,,
11521,"Bryozoa","Gymnolaemata","Cheilostomata","Reteporellina","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Gymnolaemata_Reteporellina","Bryozoa","Gymnolaemata","Cheilostomata","Phidoloporidae","Reteporellina","26170"
11522,"Bryozoa","Gymnolaemata","Cheilostomata","Reussia","Modern","Priabonian","Messinian",37.71,5.333,37.71,5.333,"Gymnolaemata_Reussia","Bryozoa","Gymnolaemata","Cheilostomata","Bryocryptellidae","Reussia","26171"
11523,"Bryozoa","Gymnolaemata","Cheilostomata","Revssirella","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Revssirella","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Revssirella","26172"
11524,"Bryozoa","Gymnolaemata","Cheilostomata","Rhabdopora","Modern","Turonian","Turonian",93.9,89.8,93.9,89.8,"Gymnolaemata_Rhabdopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Rhabdopora","26173"
11525,"Bryozoa","Gymnolaemata","Cheilostomata","Rhabdotometra","Modern","Priabonian","Burdigalian",37.71,15.98,37.71,15.97,"Gymnolaemata_Rhabdotometra","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Rhabdotometra","26174"
11526,"Bryozoa","Gymnolaemata","Cheilostomata","Rhacheopora","Modern","Coniacian","Coniacian",89.8,85.7,89.8,86.3,"Gymnolaemata_Rhacheopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Rhacheopora","26175"
11527,"Bryozoa","Gymnolaemata","Cheilostomata","Rhagasostoma","Modern","Cenomanian","Messinian",100.5,5.333,100.5,5.333,"Gymnolaemata_Rhagasostoma","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Rhagasostoma","26176"
11528,"Bryozoa","Gymnolaemata","Cheilostomata","Rhammatopora","Modern","Aptian","Cenomanian",121.4,93.9,121.4,93.9,"Gymnolaemata_Rhammatopora","Bryozoa","Gymnolaemata","Cheilostomata","Electridae","Rhammatopora","26177"
11529,"Bryozoa","Gymnolaemata","Cheilostomata","Rhamphostomella","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Rhamphostomella","Bryozoa","Gymnolaemata","Cheilostomata","Umbonulidae","Rhamphostomella","26178"
11530,"Bryozoa","Gymnolaemata","Cheilostomata","Rhebasia","Modern","Coniacian","Coniacian",89.8,85.7,89.8,86.3,"Gymnolaemata_Rhebasia","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Rhebasia","26179"
11531,"Bryozoa","Gymnolaemata","Cheilostomata","Rhiniopora","Modern","Campanian","Danian",83.6,61.66,83.6,61.6,"Gymnolaemata_Rhiniopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Rhiniopora","26180"
11532,"Bryozoa","Gymnolaemata","Cheilostomata","Rimulostoma","Modern","Aquitanian","Burdigalian",23.04,15.98,23.03,15.97,"Gymnolaemata_Rimulostoma","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Rimulostoma","26181"
11533,"Bryozoa","Gymnolaemata","Cheilostomata","Romancheina","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Gymnolaemata_Romancheina","Bryozoa","Gymnolaemata","Cheilostomata","Romancheinidae","Romancheina","26182"
11534,"Bryozoa","Gymnolaemata","Cheilostomata","Rosseliana","Modern","Coniacian","Meghalayan",89.8,0,89.8,0,"Gymnolaemata_Rosseliana","Bryozoa","Gymnolaemata","Cheilostomata","Antroporidae","Rosseliana","26183"
11535,"Bryozoa","Gymnolaemata","Cheilostomata","Rotoporina","Modern","Turonian","Thanetian",93.9,56,93.9,56,"Gymnolaemata_Rotoporina","Bryozoa","Gymnolaemata","Cheilostomata","Scorioporidae","Rotiporina","458405"
11536,"Bryozoa","Gymnolaemata","Cheilostomata","Saevitella","Modern","Messinian","Messinian",7.246,5.333,7.246,5.333,"Gymnolaemata_Saevitella","Bryozoa","Gymnolaemata","Cheilostomata","Hippopodinidae","Saevitella","26185"
11537,"Bryozoa","Gymnolaemata","Cheilostomata","Salicornaria","Modern","Zanclean","Piacenzian",5.333,2.58,5.333,2.58,"Gymnolaemata_Salicornaria",,,,,,
11538,"Bryozoa","Gymnolaemata","Cheilostomata","Sandalopora","Modern","Turonian","Maastrichtian",93.9,66,93.9,66,"Gymnolaemata_Sandalopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Sandalopora","26187"
11539,"Bryozoa","Gymnolaemata","Cheilostomata","Savignyella","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Savignyella","Bryozoa","Gymnolaemata","Cheilostomata","Savignyellidae","Savignyella","26188"
11540,"Bryozoa","Gymnolaemata","Cheilostomata","Schismopora","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Gymnolaemata_Schismopora",,,,,,
11541,"Bryozoa","Gymnolaemata","Cheilostomata","Schismoporella","Modern","Burdigalian","Messinian",20.45,5.333,20.44,5.333,"Gymnolaemata_Schismoporella","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Schismoporella","26190"
11542,"Bryozoa","Gymnolaemata","Cheilostomata","Schistacanthopora","Modern","Cenomanian","Maastrichtian",100.5,66,100.5,66,"Gymnolaemata_Schistacanthopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Schistacanthopora","26191"
11543,"Bryozoa","Gymnolaemata","Cheilostomata","Schizaropsis","Modern","Priabonian","Priabonian",37.71,33.9,37.71,33.9,"Gymnolaemata_Schizaropsis","Bryozoa","Gymnolaemata","Cheilostomata","Lacernidae","Schizaropsis","26192"
11544,"Bryozoa","Gymnolaemata","Cheilostomata","Schizemiella","Modern","Bartonian","Bartonian",41.03,37.71,41.2,37.71,"Gymnolaemata_Schizemiella","Bryozoa","Gymnolaemata","Cheilostomata","Stomachetosellidae","Schizemiella","26193"
11545,"Bryozoa","Gymnolaemata","Cheilostomata","Schizemiellopsis","Modern","Danian","Danian",66,61.66,66,61.6,"Gymnolaemata_Schizemiellopsis","Bryozoa","Gymnolaemata","Cheilostomata","Lepraliellidae","Schizemiellopsis","26194"
11546,"Bryozoa","Gymnolaemata","Cheilostomata","Schizobathysella","Modern","Priabonian","Rupelian",37.71,27.3,37.71,27.82,"Gymnolaemata_Schizobathysella","Bryozoa","Gymnolaemata","Cheilostomata","Escharinidae","Schizobathysella","26195"
11547,"Bryozoa","Gymnolaemata","Cheilostomata","Schizobrachiella","Modern","Burdigalian","Meghalayan",20.45,0,20.44,0,"Gymnolaemata_Schizobrachiella","Bryozoa","Gymnolaemata","Cheilostomata","Schizoporellidae","Schizobrachiella","26196"
11548,"Bryozoa","Gymnolaemata","Cheilostomata","Schizomavella","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Schizomavella","Bryozoa","Gymnolaemata","Cheilostomata","Bitectiporidae","Schizomavella","26197"
11549,"Bryozoa","Gymnolaemata","Cheilostomata","Schizoporella","Modern","Thanetian","Meghalayan",59.24,0,59.2,0,"Gymnolaemata_Schizoporella","Bryozoa","Gymnolaemata","Cheilostomata","Schizoporellidae","Schizoporella","26198"
11550,"Bryozoa","Gymnolaemata","Cheilostomata","Schizoporellopsis","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Gymnolaemata_Schizoporellopsis","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Schizoporellopsis","26199"
11551,"Bryozoa","Gymnolaemata","Cheilostomata","Schizoretepora","Modern","Burdigalian","Meghalayan",20.45,0,20.44,0,"Gymnolaemata_Schizoretepora","Bryozoa","Gymnolaemata","Cheilostomata","Phidoloporidae","Schizoretepora","26200"
11552,"Bryozoa","Gymnolaemata","Cheilostomata","Schizorthosecos","Modern","Bartonian","Priabonian",41.03,33.9,41.2,33.9,"Gymnolaemata_Schizorthosecos","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Schizorthosecos","26201"
11553,"Bryozoa","Gymnolaemata","Cheilostomata","Schizosmittina","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Schizosmittina","Bryozoa","Gymnolaemata","Cheilostomata","Bitectiporidae","Schizosmittina","26202"
11554,"Bryozoa","Gymnolaemata","Cheilostomata","Schizostomella","Modern","Ypresian","Piacenzian",56,2.58,56,2.58,"Gymnolaemata_Schizostomella","Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Schizostomella","26203"
11555,"Bryozoa","Gymnolaemata","Cheilostomata","Schizotheca","Modern","Messinian","Meghalayan",7.246,0,7.246,0,"Gymnolaemata_Schizotheca","Bryozoa","Gymnolaemata","Cheilostomata","Phidoloporidae","Schizotheca","26204"
11556,"Bryozoa","Gymnolaemata","Cheilostomata","Schizotrema","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Schizotrema","Bryozoa","Gymnolaemata","Cheilostomata","NO_FAMILY_SPECIFIED","Schizotrema","26205"
11557,"Bryozoa","Gymnolaemata","Cheilostomata","Schizotremopora","Modern","Aquitanian","Burdigalian",23.04,15.98,23.03,15.97,"Gymnolaemata_Schizotremopora","Bryozoa","Gymnolaemata","Cheilostomata","Duvergieriidae","Schizotremopora","26206"
11558,"Bryozoa","Gymnolaemata","Cheilostomata","Scorpiodina","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Gymnolaemata_Scorpiodina","Bryozoa","Gymnolaemata","Cheilostomata","Umbonulidae","Scorpiodina","26207"
11559,"Bryozoa","Gymnolaemata","Cheilostomata","Scruparia","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Gymnolaemata_Scruparia","Bryozoa","Gymnolaemata","Cheilostomata","Scrupariidae","Scruparia","26209"
11560,"Bryozoa","Gymnolaemata","Cheilostomata","Scrupocellaria","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Scrupocellaria","Bryozoa","Gymnolaemata","Cheilostomata","Candidae","Scrupocellaria","26210"
11561,"Bryozoa","Gymnolaemata","Cheilostomata","Scuticella","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Scuticella","Bryozoa","Gymnolaemata","Cheilostomata","Catenicellidae","Scuticella","26208"
11562,"Bryozoa","Gymnolaemata","Cheilostomata","Selenaria","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Gymnolaemata_Selenaria","Bryozoa","Gymnolaemata","Cheilostomata","Selenariidae","Selenaria","26211"
11563,"Bryozoa","Gymnolaemata","Cheilostomata","Semieschara","Modern","Santonian","Campanian",85.7,72.2,86.3,72.1,"Gymnolaemata_Semieschara","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Semieschara","26212"
11564,"Bryozoa","Gymnolaemata","Cheilostomata","Semiescharinella","Modern","Campanian","Thanetian",83.6,56,83.6,56,"Gymnolaemata_Semiescharinella","Bryozoa","Gymnolaemata","Cheilostomata","Aspidostomatidae","Semiescharinella","26213"
11565,"Bryozoa","Gymnolaemata","Cheilostomata","Semihaswellia","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Gymnolaemata_Semihaswellia","Bryozoa","Gymnolaemata","Cheilostomata","Porinidae","Semihaswellia","26214"
11566,"Bryozoa","Gymnolaemata","Cheilostomata","Sertella","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Gymnolaemata_Sertella",,,,,,
11567,"Bryozoa","Gymnolaemata","Cheilostomata","Setosella","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Setosella","Bryozoa","Gymnolaemata","Cheilostomata","Setosellidae","Setosella","26216"
11568,"Bryozoa","Gymnolaemata","Cheilostomata","Setosellina","Modern","Danian","Meghalayan",66,0,66,0,"Gymnolaemata_Setosellina","Bryozoa","Gymnolaemata","Cheilostomata","Heliodomidae","Setosellina","26217"
11569,"Bryozoa","Gymnolaemata","Cheilostomata","Setosinella","Modern","Thanetian","Thanetian",59.24,56,59.2,56,"Gymnolaemata_Setosinella","Bryozoa","Gymnolaemata","Cheilostomata","Pyrisinellidae","Setosinella","26218"
11570,"Bryozoa","Gymnolaemata","Cheilostomata","Sinupetraliella","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Sinupetraliella","Bryozoa","Gymnolaemata","Cheilostomata","Petraliellidae","Sinupetraliella","26219"
11571,"Bryozoa","Gymnolaemata","Cheilostomata","Siphonoporella","Modern","Danian","Meghalayan",66,0,66,0,"Gymnolaemata_Siphonoporella","Bryozoa","Gymnolaemata","Cheilostomata","Steginoporellidae","Siphonoporella","26220"
11572,"Bryozoa","Gymnolaemata","Cheilostomata","Skylonia","Modern","Lutetian","Messinian",48.07,5.333,47.8,5.333,"Gymnolaemata_Skylonia","Bryozoa","Gymnolaemata","Cheilostomata","Skyloniidae","Skylonia","26221"
11573,"Bryozoa","Gymnolaemata","Cheilostomata","Smittina","Modern","Thanetian","Meghalayan",59.24,0,59.2,0,"Gymnolaemata_Smittina","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Smittina","26222"
11574,"Bryozoa","Gymnolaemata","Cheilostomata","Smittinella","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Gymnolaemata_Smittinella","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Smittinella","26223"
11575,"Bryozoa","Gymnolaemata","Cheilostomata","Smittipora","Modern","Cenomanian","Meghalayan",100.5,0,100.5,0,"Gymnolaemata_Smittipora","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Smittipora","26224"
11576,"Bryozoa","Gymnolaemata","Cheilostomata","Smittistoma","Modern","Lutetian","Bartonian",48.07,37.71,47.8,37.71,"Gymnolaemata_Smittistoma","Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Smittistoma","26225"
11577,"Bryozoa","Gymnolaemata","Cheilostomata","Smittoidea","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Smittoidea","Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Smittoidea","26226"
11578,"Bryozoa","Gymnolaemata","Cheilostomata","Solenonychocella","Modern","Santonian","Campanian",85.7,72.2,86.3,72.1,"Gymnolaemata_Solenonychocella","Bryozoa","Gymnolaemata","Cheilostomata","Onychocellidae","Solenonychocella","26227"
11579,"Bryozoa","Gymnolaemata","Cheilostomata","Solenophragma","Modern","Campanian","Maastrichtian",83.6,66,83.6,66,"Gymnolaemata_Solenophragma","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Solenophragma","26228"
11580,"Bryozoa","Gymnolaemata","Cheilostomata","Sparsiporina","Modern","Priabonian","Rupelian",37.71,27.3,37.71,27.82,"Gymnolaemata_Sparsiporina","Bryozoa","Gymnolaemata","Cheilostomata","Phidoloporidae","Sparsiporina","26229"
11581,"Bryozoa","Gymnolaemata","Cheilostomata","Sphaeropora","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Gymnolaemata_Sphaeropora","Bryozoa","Gymnolaemata","Cheilostomata","Lepraliellidae","Sphaeropora","26230"
11582,"Bryozoa","Gymnolaemata","Cheilostomata","Sphaerulobryozoon","Modern","Zanclean","Meghalayan",5.333,0,5.333,0,"Gymnolaemata_Sphaerulobryozoon","Bryozoa","Gymnolaemata","Cheilostomata","Orbituliporidae","Sphaerulobryozoon","26231"
11583,"Bryozoa","Gymnolaemata","Cheilostomata","Sphenella","Modern","Langhian","Serravallian",15.98,11.63,15.97,11.63,"Gymnolaemata_Sphenella",,,,,,
11584,"Bryozoa","Gymnolaemata","Cheilostomata","Spinicharixa","Modern","Berriasian","Maastrichtian",143.1,66,145,66,"Gymnolaemata_Spinicharixa","Bryozoa","Gymnolaemata","Cheilostomata","Electridae","Spinicharixa","26233"
11585,"Bryozoa","Gymnolaemata","Cheilostomata","Stamenocella","Modern","Turonian","Burdigalian",93.9,15.98,93.9,15.97,"Gymnolaemata_Stamenocella","Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Stamenocella","26234"
11586,"Bryozoa","Gymnolaemata","Cheilostomata","Staurosteginopora","Modern","Santonian","Santonian",85.7,83.6,86.3,83.6,"Gymnolaemata_Staurosteginopora","Bryozoa","Gymnolaemata","Cheilostomata","Arachnopusiidae","Staurosteginopora","26235"
11587,"Bryozoa","Gymnolaemata","Cheilostomata","Steginopora","Modern","Coniacian","Maastrichtian",89.8,66,89.8,66,"Gymnolaemata_Steginopora","Bryozoa","Gymnolaemata","Cheilostomata","Cribrilinidae","Steginopora","26236"
11588,"Bryozoa","Gymnolaemata","Cheilostomata","Steginoporella","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Gymnolaemata_Steginoporella","Bryozoa","Gymnolaemata","Cheilostomata","Steginoporellidae","Steginoporella","26237"
11589,"Bryozoa","Gymnolaemata","Cheilostomata","Stenopsella","Modern","Ypresian","Meghalayan",56,0,56,0,"Gymnolaemata_Stenopsella",,,,,,
