"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","type_taxon"
"104","16014","16014","txn",NA,"genus","Australoportlandia","Zinsmeister 1984","subjective synonym of","520771","genus","Aequiyoldia","89382","36580","extant",3,"Mollusca","Bivalvia","Nuculanida","Sareptidae","Aequiyoldia",48.07,41.03,5.333,3.6,"Lutetian","Zanclean","Aequiyoldia antarctica"
"105","16103","16103","txn",NA,"genus","Pojetaia","Jell 1980",NA,"16103","genus","Pojetaia","60382","13307","extinct",80,"Mollusca","Bivalvia","Fordillida","Fordillidae","Pojetaia",521,516,506.5,504.5,"Stage 3","Wuliuan",NA
"106","511924","511924","txn",NA,"genus","Aegilops","Linnaeus 1753",NA,"511924","genus","Aegilops","54311","8628","extant",0,"NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aegilops",NA,NA,NA,NA,NA,NA,"Aegilops triuncialis"
"107","16136","16136","txn",NA,"genus","Thoralia","Morris 1980",NA,"16136","genus","Thoralia","89166","6370","extinct",6,"Mollusca","Bivalvia","NO_ORDER_SPECIFIED","Thoraliidae","Thoralia",477.1,471.3,470.7,468,"Floian","Darriwilian",NA
"108","16217","16217","txn",NA,"genus","Catamarcaia","Sánchez and Babin 1993",NA,"16217","genus","Catamarcaia","59992","6930","extinct",4,"Mollusca","Bivalvia","Actinodontida","Cycloconchidae","Catamarcaia",477.1,468,477.1,468,"Floian","Darriwilian",NA
"109","16168","16168","txn",NA,"genus","Butovicella","Kríž 1965",NA,"16168","genus","Butovicella","59433","6930","extinct",30,"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Butovicella",430.6,426.7,422.7,419.62,"Homerian","Pridoli",NA
"110","16161","16161","txn",NA,"genus","Psiloconcha","Ulrich 1894","subjective synonym of","17125","genus","Cymatonota","61173","6930","extinct",94,"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Cymatonota",477.1,469.4,387.95,382.31,"Floian","Givetian","Psiloconcha grandis"
"111","16229","16229","txn",NA,"genus","Cypricardites","Isberg 1934",NA,"16229","genus","Cypricardites","84435","15510","extinct",4,"Mollusca","Bivalvia","Cardiida","Kalenteridae","Cypricardites",452.8,445.2,452.8,445.2,"Katian",NA,NA
"112","16151","16151","txn",NA,"genus","Adulomya",NA,NA,"16151","genus","Adulomya","435132","6930","extinct",9,"Mollusca","Bivalvia","Venerida","Vesicomyidae","Adulomya",23.04,15.98,11.63,7.246,"Aquitanian","Tortonian",NA
"113","16190","16190","txn",NA,"genus","Shanina",NA,NA,"16190","genus","Shanina","62826","6930","extinct",0,"Mollusca","Bivalvia","Ostreida","Vlastidae","Shanina",NA,NA,NA,NA,NA,NA,NA
"114","16196","16196","txn",NA,"genus","Vlasta","Barrande 1881",NA,"16196","genus","Vlasta","62826","13319","extinct",7,"Mollusca","Bivalvia","Ostreida","Vlastidae","Vlasta",458.2,457.2,419.62,393.47,"Sandbian","Emsian",NA
"115","16195","16195","txn",NA,"genus","Vevoda","Barrande 1881",NA,"16195","genus","Vevoda","62826","13319","extinct",3,"Mollusca","Bivalvia","Ostreida","Vlastidae","Vevoda",419.62,413.02,419.62,413.02,"Lochkovian",NA,NA
"116","16186","16186","txn",NA,"genus","Patrocardia","Fischer 1887",NA,"16186","genus","Patrocardia","60977","6930","extinct",52,"Mollusca","Bivalvia","Myalinida","Lunulacardiidae","Patrocardia",438.6,432.9,399.5,393.47,"Telychian","Emsian",NA
"117","16180","16180","txn",NA,"genus","Lunulacardium","Münster 1840",NA,"16180","genus","Lunulacardium","60977","16206","extinct",54,"Mollusca","Bivalvia","Myalinida","Lunulacardiidae","Lunulacardium",430.6,426.7,346.7,330.3,"Homerian","Visean","Lunulacardium semistriatum"
"118","16239","16239","txn",NA,"genus","Falcatodonta","Cope 1996",NA,"16239","genus","Falcatodonta","161408","13728","extinct",1,"Mollusca","Bivalvia","Cyrtodontida","Falcatodontidae","Falcatodonta",477.1,473.8,477.1,473.8,"Floian",NA,"Falcatodonta costata"
"119","16230","16230","txn",NA,"genus","Cyrtodonta","Billings 1858",NA,"16230","genus","Cyrtodonta","60053","26262","extinct",187,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae","Cyrtodonta",477.1,473.8,410.62,393.47,"Floian","Emsian",NA
"120","16231","16231","txn",NA,"genus","Cyrtodontula","Tomlin 1931",NA,"16231","genus","Cyrtodontula","60053","16387","extinct",115,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae","Cyrtodontula",477.1,473.8,303.7,298.9,"Floian","Gzhelian","Cyrtodontula obliquata"
"121","16250","16250","txn",NA,"genus","Heikea","Isberg 1934",NA,"16250","genus","Heikea","60053","15510","extinct",26,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae","Heikea",452.8,445.2,445.2,443.1,"Katian","Hirnantian","Heikea selecta"
"122","16252","16252","txn",NA,"genus","Hoferia","Bittner 1895",NA,"16252","genus","Hoferia","244018","69328","extinct",18,"Mollusca","Bivalvia","Cyrtodontida","Pichleriidae","Hoferia",246.7,241.464,227.3,201.4,"Anisian","Rhaetian","Hoferia duplicata"
"123","16191","16191","txn",NA,"genus","Silurina","Barrande 1881",NA,"16191","genus","Silurina","59144","13319","extinct",5,"Mollusca","Bivalvia","Cyrtodontida","Antipleuridae","Silurina",419.62,413.02,419.62,393.47,"Lochkovian","Emsian",NA
"124","16185","16185","txn",NA,"genus","Panenka","Barrande 1881",NA,"16185","genus","Panenka","59144","13319","extinct",71,"Mollusca","Bivalvia","Cyrtodontida","Antipleuridae","Panenka",432.9,426.7,358.86,351.9,"Sheinwoodian","Tournaisian","Panenka robustula"
"125","16178","16178","txn",NA,"genus","Hercynella","Kayser 1878",NA,"16178","genus","Hercynella","59144","16082","extinct",46,"Mollusca","Bivalvia","Cyrtodontida","Antipleuridae","Hercynella",443.1,426.7,393.47,382.31,"Rhuddanian","Givetian",NA
"126","16166","16166","txn",NA,"genus","Antipleura","Barrande 1881",NA,"16166","genus","Antipleura","59144","13319","extinct",11,"Mollusca","Bivalvia","Cyrtodontida","Antipleuridae","Antipleura",422.7,413.02,410.62,393.47,"Pridoli","Emsian",NA
"127","16256","16256","txn",NA,"genus","Kenzieana","Liljedahl 1989",NA,"16256","genus","Kenzieana","136779","33887","extinct",2,"Mollusca","Bivalvia","Cyrtodontida","Spanilidae","Kenzieana",430.6,425,430.6,425,"Homerian","Gorstian",NA
"128","16176","16176","txn",NA,"genus","Dualina","Barrande 1881",NA,"16176","genus","Dualina","244025","13319","extinct",91,"Mollusca","Bivalvia","Cyrtodontida","Dualinidae","Dualina",438.6,432.9,419.62,393.47,"Telychian","Emsian",NA
"129","16171","16171","txn",NA,"genus","Cardiola","Broderip 1839",NA,"16171","genus","Cardiola","136804","16207","extinct",136,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Cardiola",443.1,432.9,358.86,342.9,"Rhuddanian","Visean","Cardiola interrupta"
"130","16183","16183","txn",NA,"genus","Nutricula","Kříž 1974",NA,"16183","genus","Nutricula","136804","28623","extinct",1,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Nutricula",430.6,426.7,430.6,426.7,"Homerian",NA,"Nutricula gravida"
"131","136807","136807","txn",NA,"genus","Cardiolita","Kříž 1974","replaced by","136808","genus","Cardiolinka","136804","28623","extinct",54,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Cardiolinka",425,422.7,422.7,393.47,"Ludfordian","Emsian","Cardiolita bohemica"
"132","16170","16170","txn",NA,"genus","Cardiobeleba","Kříž 1974",NA,"16170","genus","Cardiobeleba","136804","28621","extinct",2,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Cardiobeleba",432.9,430.6,432.9,430.6,"Sheinwoodian",NA,NA
"133","16179","16179","txn",NA,"genus","Isiola","Kříž 1976",NA,"16179","genus","Isiola","136804","28617","extinct",10,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Isiola",430.6,426.7,425,422.7,"Homerian","Ludfordian",NA
"134","16169","16169","txn",NA,"genus","Cardicarnia","Kříž 1974",NA,"16169","genus","Cardicarnia","136804","28621","extinct",3,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Cardicarnia",432.9,430.6,432.9,430.6,"Sheinwoodian",NA,NA
"135","16172","16172","txn",NA,"genus","Cardiolopsis","(Heritsch 1929)",NA,"16172","genus","Cardiolopsis","136804","6930","extinct",2,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Cardiolopsis",432.9,430.6,432.9,430.6,"Sheinwoodian",NA,NA
"136","16173","16173","txn",NA,"genus","Carnalpia","Kříž 1974",NA,"16173","genus","Carnalpia","136804","28621","extinct",4,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Carnalpia",432.9,430.6,432.9,430.6,"Sheinwoodian",NA,NA
"137","16189","16189","txn",NA,"genus","Pygolfia","Kříž 1974",NA,"16189","genus","Pygolfia","136804","28623","extinct",9,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Pygolfia",425,422.7,422.7,393.47,"Ludfordian","Emsian","Pygolfia nina"
"138","16174","16174","txn",NA,"genus","Cominicula","Kříž 1974",NA,"16174","genus","Cominicula","136804","28621","extinct",1,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Cominicula",432.9,430.6,432.9,430.6,"Sheinwoodian",NA,NA
"139","16194","16194","txn",NA,"genus","Snoopyia","Kříž 1976",NA,"16194","genus","Snoopyia","136804","28617","extinct",16,"Mollusca","Bivalvia","Cyrtodontida","Cardiolidae","Snoopyia",422.7,419.62,422.7,419.62,"Pridoli",NA,NA
"140","16192","16192","txn",NA,"genus","Slava","Barrande 1881",NA,"16192","genus","Slava","136803","13319","extinct",28,"Mollusca","Bivalvia","Cyrtodontida","Slavidae","Slava",438.6,432.9,426.7,419.62,"Telychian","Pridoli",NA
"141","16193","16193","txn",NA,"genus","Slavinka","Kříž 1982",NA,"16193","genus","Slavinka","136803","28622","extinct",14,"Mollusca","Bivalvia","Cyrtodontida","Slavidae","Slavinka",432.9,430.6,425,422.7,"Sheinwoodian","Ludfordian",NA
"142","16167","16167","txn",NA,"genus","Buchiola","Barrande 1881",NA,"16167","genus","Buchiola","103418","13319","extinct",51,"Mollusca","Bivalvia","Cyrtodontida","Buchiolidae","Buchiola",426.7,422.7,365.2,358.86,"Gorstian","Famennian",NA
"143","16184","16184","txn",NA,"genus","Opisthocoelus","(Beushausen 1895)",NA,"16184","genus","Opisthocoelus","59538","15752","extinct",5,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Opisthocoelus",382.31,372.15,372.15,368.5,"Frasnian","Famennian","Opisthocoelus concentricus"
"144","16177","16177","txn",NA,"genus","Euthydesma","Hall 1885",NA,"16177","genus","Euthydesma","59538","12031","extinct",3,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Euthydesma",393.47,387.95,372.15,368.5,"Eifelian","Famennian",NA
"145","16188","16188","txn",NA,"genus","Pseudocostatoria","Sinitsyna 1986",NA,"16188","genus","Pseudocostatoria","61898","6930","extinct",0,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Pseudocostatoria",NA,NA,NA,NA,NA,NA,NA
"146","16187","16187","txn",NA,"genus","Praecardium","Barrande 1881",NA,"16187","genus","Praecardium","61898","13319","extinct",38,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Praecardium",433.5,431.2,383.4,372.15,"Telychian","Frasnian",NA
"147","382411","479968","txn","V","genus","Necklandia","Růžička and Přibyl 1953","misspelling of","382411","genus","Neklania","61898","6930","extinct",11,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Neklania",459.3,443.1,419.62,413.02,"Darriwilian","Lochkovian",NA
"148","16181","479967","txn","V","genus","Manulica","Kríž 1967","misspelling of","16181","genus","Manulicula","61898","6930","extinct",4,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Manulicula",430.6,426.7,426.7,425,"Homerian","Gorstian",NA
"149","16175","16175","txn",NA,"genus","Dexiobia","Winchell 1863",NA,"16175","genus","Dexiobia","60104","16993","extinct",8,"Mollusca","Bivalvia","Cyrtodontida","Praecardiidae","Dexiobia",358.86,351.9,358.86,342.9,"Tournaisian","Visean",NA
"150","16235","16235","txn",NA,"genus","Ekaterdonta",NA,NA,"16235","genus","Ekaterdonta","16197","6930","extinct",0,"Mollusca","Bivalvia","Arcida","NO_FAMILY_SPECIFIED","Ekaterdonta",NA,NA,NA,NA,NA,NA,NA
"151","16222","16222","txn",NA,"genus","Cratis","Hedley 1915",NA,"16222","genus","Cratis","61719","6930","extant",2,"Mollusca","Bivalvia","Arcida","Philobryidae","Cratis",21.7,18.7,0.129,0.0117,"Aquitanian","Late Pleistocene",NA
"152","16219","16219","txn",NA,"genus","Cosa","Finlay 1926",NA,"16219","genus","Cosa","61719","6930","extant",1,"Mollusca","Bivalvia","Arcida","Philobryidae","Cosa",33.9,27.3,33.9,27.3,"Rupelian",NA,"Cosa costata"
"153","16208","16208","txn",NA,"genus","Austracuculiaea",NA,NA,"16208","genus","Austracuculiaea","16197","6930","extinct",0,"Mollusca","Bivalvia","Arcida","NO_FAMILY_SPECIFIED","Austracuculiaea",NA,NA,NA,NA,NA,NA,NA
"154","16202","16202","txn",NA,"genus","Antoneila",NA,NA,"16202","genus","Antoneila","16197","6930","extinct",0,"Mollusca","Bivalvia","Arcida","NO_FAMILY_SPECIFIED","Antoneila",NA,NA,NA,NA,NA,NA,NA
"155","89423","463534","txn","V","genus","Felica","(Rochebrune and Mabille 1889)","misspelling of, subjective synonym of","16260","genus","Limopsis","60871","7411","extant",703,"Mollusca","Bivalvia","Arcida","Limopsidae","Limopsis",201.4,184.2,0.0117,0,"Hettangian","Holocene",NA
"156","16223","16223","txn",NA,"genus","Crenulilimopsis","Kuroda and Habe 1971","subjective synonym of","16260","genus","Limopsis","60871","6930","extant",703,"Mollusca","Bivalvia","Arcida","Limopsidae","Limopsis",201.4,184.2,0.0117,0,"Hettangian","Holocene",NA
"157","16236","16236","txn",NA,"genus","Empleconia","Dall 1908","subjective synonym of","16260","genus","Limopsis","60871","6930","extant",703,"Mollusca","Bivalvia","Arcida","Limopsidae","Limopsis",201.4,184.2,0.0117,0,"Hettangian","Holocene",NA
"158","16207","16207","txn",NA,"genus","Aupouria","Powell 1937",NA,"16207","genus","Aupouria","60871","6930","extant",1,"Mollusca","Bivalvia","Arcida","Limopsidae","Aupouria",18.7,15.9,18.7,15.9,"Burdigalian","Langhian","Aupouria parvula"
"159","16241","16241","txn",NA,"genus","Fugleria","(Reinhart 1937)",NA,"16241","genus","Fugleria","59188","71130","extant",4,"Mollusca","Bivalvia","Arcida","Arcidae","Fugleria",0.774,0.129,0.129,0.0117,"Chibanian","Late Pleistocene",NA
"160","16201","16201","txn",NA,"genus","Anadara","(Gray 1847)",NA,"16201","genus","Anadara","59093","6930","extant",2481,"Mollusca","Bivalvia","Arcida","Arcidae","Anadara",137.05,132.6,0.0117,0,"Valanginian","Holocene","Anadara (Anadara) antiquata"
"161","16232","16232","txn",NA,"genus","Dallarca","Ward 1992",NA,"16232","genus","Dallarca","59093","16985","extinct",64,"Mollusca","Bivalvia","Arcida","Arcidae","Dallarca",23.04,15.98,3.6,2.58,"Aquitanian","Piacenzian",NA
"162","16213","16213","txn",NA,"genus","Bentharca","Verrill and Bush 1898",NA,"16213","genus","Bentharca","59188","6930","extant",2,"Mollusca","Bivalvia","Arcida","Arcidae","Bentharca",23.04,15.98,3.6,2.58,"Aquitanian","Piacenzian",NA
"163","16251","16251","txn",NA,"genus","Hoernesarca","Malatesta 1974",NA,"16251","genus","Hoernesarca","61405","6930","extinct",0,"Mollusca","Bivalvia","Arcida","Arcidae","Hoernesarca",NA,NA,NA,NA,NA,NA,NA
"164","16234","16234","txn",NA,"genus","Didimacar","Iredale 1939",NA,"16234","genus","Didimacar","61405","6930","extant",0,"Mollusca","Bivalvia","Arcida","Arcidae","Didimacar",NA,NA,NA,NA,NA,NA,NA
"165","16206","16206","txn",NA,"genus","Arginopsis","MacNeil 1938",NA,"16206","genus","Arginopsis","61405","36276","extinct",3,"Mollusca","Bivalvia","Arcida","Arcidae","Arginopsis",41.03,37.71,37.71,33.9,"Bartonian","Priabonian",NA
"166","16214","16214","txn",NA,"genus","Calloarca","(Gray 1857)",NA,"16214","genus","Calloarca","59189","6930","extant",19,"Mollusca","Bivalvia","Arcida","Arcidae","Calloarca",37.71,33.9,0.129,0.0117,"Priabonian","Late Pleistocene","Calloarca (Taeniarca) alternata"
"167","16203","16203","txn",NA,"genus","Arca","Linnaeus 1758",NA,"16203","genus","Arca","59189","12782","extant",805,"Mollusca","Bivalvia","Arcida","Arcidae","Arca",266.9,264.28,0.0117,0,"Wordian","Holocene","Permophorus costatus"
"168","16237","16237","txn",NA,"genus","Eonavicula","(Arkell 1929)",NA,"16237","genus","Eonavicula","59189","6930","extinct",107,"Mollusca","Bivalvia","Arcida","Arcidae","Eonavicula",227.3,205.7,72.2,66,"Norian","Maastrichtian",NA
"169","16198","16198","txn",NA,"genus","Acar","(Gray 1857)",NA,"16198","genus","Acar","59189","6930","extant",199,"Mollusca","Bivalvia","Arcida","Arcidae","Acar",83.6,66,0.0117,0,"Campanian","Holocene",NA
"170","16211","16211","txn",NA,"genus","Bathyarca","(Kobelt 1891)",NA,"16211","genus","Bathyarca","59188","6930","extant",77,"Mollusca","Bivalvia","Arcida","Arcidae","Bathyarca",72.2,66,0.0117,0,"Maastrichtian","Holocene",NA
"171","16210","16210","txn",NA,"genus","Barbatia","(Gray 1842)",NA,"16210","genus","Barbatia","59188","6930","extant",866,"Mollusca","Bivalvia","Arcida","Arcidae","Barbatia",241.464,239.48,0.0117,0,"Ladinian","Holocene",NA
"172","16253","16253","txn",NA,"genus","Incanopsis",NA,NA,"16253","genus","Incanopsis","61404","6930","extinct",2,"Mollusca","Bivalvia","Arcida","Noetiidae","Incanopsis",56,48.07,56,48.07,"Ypresian",NA,NA
"173","16204","16204","txn",NA,"genus","Arcopsis","(Koenen 1885)",NA,"16204","genus","Arcopsis","61404","6930","extant",160,"Mollusca","Bivalvia","Arcida","Noetiidae","Arcopsis",72.2,66,0.0117,0,"Maastrichtian","Holocene",NA
"174","16233","16233","txn",NA,"genus","Dicranodonta","Woods 1899",NA,"16233","genus","Dicranodonta","59945","6930","extinct",11,"Mollusca","Bivalvia","Arcida","Cucullaeidae","Dicranodonta",154.8,152.21,113.2,100.5,"Kimmeridgian","Albian",NA
"175","16224","16224","txn",NA,"genus","Cucullaea","(Lamarck 1801)",NA,"16224","genus","Cucullaea","59945","6930","extant",1435,"Mollusca","Bivalvia","Arcida","Cucullaeidae","Cucullaea",365.2,358.86,0.129,0,"Famennian","Holocene",NA
"176","16220","124369","txn",NA,"genus","Cosmetodon","(Branson 1942)",NA,"16220","genus","Cosmetodon","61605","6930","extinct",199,"Mollusca","Bivalvia","Arcida","Parallelodontidae","Cosmetodon",290.1,283.3,66,61.66,"Artinskian","Danian",NA
"177","16218","16218","txn",NA,"genus","Catella","(Healey 1908)",NA,"16218","genus","Catella","244046","6930","extinct",34,"Mollusca","Bivalvia","Arcida","Parallelodontidae","Catella",246.7,241.464,72.2,66,"Anisian","Maastrichtian","Catella laticlava"
"178","16246","16246","txn",NA,"genus","Grammatodon","Meek and Hayden 1860",NA,"16246","genus","Grammatodon","60521","6930","extinct",865,"Mollusca","Bivalvia","Arcida","Parallelodontidae","Grammatodon",393.47,387.95,0.129,0.0117,"Eifelian","Late Pleistocene","Grammatodon inornata"
"179","16215","16215","txn",NA,"genus","Carbonarca","Meek 1866",NA,"16215","genus","Carbonarca","61606","6930","extinct",1,"Mollusca","Bivalvia","Arcida","Parallelodontidae","Carbonarca",290.1,283.3,290.1,283.3,"Artinskian",NA,NA
"180","16228","16228","txn",NA,"genus","Curvirostrum",NA,NA,"16228","genus","Curvirostrum","61606","6930","extinct",0,"Mollusca","Bivalvia","Arcida","Parallelodontidae","Curvirostrum",NA,NA,NA,NA,NA,NA,NA
"181","16226","16226","txn",NA,"genus","Cucullaria","(Conrad 1869)",NA,"16226","genus","Cucullaria","61605","6930","extinct",15,"Mollusca","Bivalvia","Arcida","Parallelodontidae","Cucullaria",66,61.66,11.63,5.333,"Danian","Messinian","Cucullaria heterodonta"
"182","16221","16221","txn",NA,"genus","Costaglycymeris","Ward 1992",NA,"16221","genus","Costaglycymeris","60480","16985","extinct",75,"Mollusca","Bivalvia","Arcida","Glycymerididae","Costaglycymeris",20.45,15.98,2.58,1.8,"Burdigalian","Gelasian","Costaglycymeris subovata"
"183","16243","16243","txn",NA,"genus","Glycymeris","Da Costa 1778",NA,"16243","genus","Glycymeris","60480","6930","extant",1818,"Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris",132.6,121.4,0.0117,0,"Hauterivian","Holocene","Pectunculus nuculatus"
"184","16244","16244","txn",NA,"genus","Glycymerita","(Finlay and Marwick 1937)",NA,"16244","genus","Glycymerita","60480","6930","extinct",384,"Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymerita",121.4,113.2,5.333,3.6,"Aptian","Zanclean","Glycymerita concava"
"185","16205","16205","txn",NA,"genus","Arcullaea","Vokes 1949",NA,"16205","genus","Arcullaea","59197","6930","extinct",2,"Mollusca","Bivalvia","Arcida","Glycymerididae","Arcullaea",121.4,119.57,121.4,119.57,"Aptian",NA,NA
