"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","type_taxon"
"4401","14339","14339","txn",NA,"genus","Prionites","Waagen 1895",NA,"14339","genus","Prionites","82370","33112","extinct",54,"Mollusca","Cephalopoda","Ceratitida","Prionitidae","Prionites",250.5,249.9,249.9,246.7,"Induan","Olenekian",NA
"4402","14366","14366","txn",NA,"genus","Pseudokymatites","Spath 1934",NA,"14366","genus","Pseudokymatites","101066","24353","extinct",2,"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Pseudokymatites",249.9,246.7,249.9,246.7,"Olenekian",NA,"Pseudokymatites svilajanus"
"4403","14300","14300","txn",NA,"genus","Paranoritoides","Guex 1978",NA,"14300","genus","Paranoritoides","101066","34752","extinct",1,"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Paranoritoides",248.1,246.7,248.1,246.7,"Olenekian",NA,"Paranoritoides paranoritoides"
"4404","14359","14359","txn",NA,"genus","Pseudaspidites","Spath 1934",NA,"14359","genus","Pseudaspidites","82347","24353","extinct",82,"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Pseudaspidites",251.902,248.1,248.1,246.7,"Induan","Olenekian",NA
"4405","14307","14307","txn",NA,"genus","Paraspidites","Spath 1934",NA,"14307","genus","Paraspidites","82347","24353","extinct",4,"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Paraspidites",249.9,248.1,249.9,248.1,"Olenekian",NA,NA
"4406","14350","14350","txn",NA,"genus","Proptychites","Waagen 1895",NA,"14350","genus","Proptychites","82347","33112","extinct",162,"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Proptychites",251.902,250.5,249.9,246.7,"Induan","Olenekian",NA
"4407","14351","14351","txn",NA,"genus","Proptychitoides","Spath 1930",NA,"14351","genus","Proptychitoides","82347","6930","extinct",31,"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Proptychitoides",249.9,248.1,246.7,244.24,"Olenekian","Anisian","Proptychitoides decipiens"
"4408","265227","265227","txn",NA,"genus","Pseudotibetites","Jeannet 1959",NA,"265227","genus","Pseudotibetites","0","46259","extinct",0,"NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pseudotibetites",NA,NA,NA,NA,NA,NA,NA
"4409","14497","14497","txn",NA,"genus","Schistophylloceras","Hyatt 1900",NA,"14497","genus","Schistophylloceras","185589","36089","extinct",3,"Mollusca","Cephalopoda","Phylloceratida","Juraphyllitidae","Schistophylloceras",201.4,199.5,199.5,192.9,"Hettangian","Sinemurian","Schistophylloceras aulonotum"
"4410","14501","14501","txn",NA,"genus","Tragophylloceras","Hyatt 1900",NA,"14501","genus","Tragophylloceras","185589","36089","extinct",92,"Mollusca","Cephalopoda","Phylloceratida","Juraphyllitidae","Tragophylloceras",201.4,184.2,192.9,174.7,"Hettangian","Toarcian","Tragophylloceras numismale"
"4411","14490","14490","txn",NA,"genus","Paradasyceras",NA,NA,"14490","genus","Paradasyceras","185589","6930","extinct",28,"Mollusca","Cephalopoda","Phylloceratida","Juraphyllitidae","Paradasyceras",201.4,199.5,199.5,192.9,"Hettangian","Sinemurian",NA
"4412","14482","14482","txn",NA,"genus","Juraphyllites","Müller 1939",NA,"14482","genus","Juraphyllites","185589","6930","extinct",451,"Mollusca","Cephalopoda","Phylloceratida","Juraphyllitidae","Juraphyllites",201.4,199.5,184.2,174.7,"Hettangian","Toarcian",NA
"4413","14496","14496","txn",NA,"genus","Rhacophyllites","(Zittel 1884)",NA,"14496","genus","Rhacophyllites","86784","6930","extinct",78,"Mollusca","Cephalopoda","Phylloceratida","Discophyllitidae","Rhacophyllites",237,233.6,199.5,192.9,"Carnian","Sinemurian",NA
"4414","14481","14481","txn",NA,"genus","Indigirophyllites","Popov 1961",NA,"14481","genus","Indigirophyllites","86784","6930","extinct",21,"Mollusca","Cephalopoda","Phylloceratida","Discophyllitidae","Indigirophyllites",249.9,246.7,239.48,237,"Olenekian","Ladinian",NA
"4415","14469","14469","txn",NA,"genus","Discophyllites","(Hyatt 1900)",NA,"14469","genus","Discophyllites","86784","6930","extinct",30,"Mollusca","Cephalopoda","Phylloceratida","Discophyllitidae","Discophyllites",238,233.6,227.3,205.7,"Ladinian","Norian","Discophyllites patens"
"4416","14499","14499","txn",NA,"genus","Sowerbyceras","(Parona and Bonarelli 1895)",NA,"14499","genus","Sowerbyceras","348050","6930","extinct",62,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Sowerbyceras",168.2,165.3,152.21,143.1,"Bathonian","Tithonian",NA
"4417","14466","14466","txn",NA,"genus","Calliphylloceras","(Spath 1927)",NA,"14466","genus","Calliphylloceras","134170","6930","extinct",510,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Calliphylloceras",201.4,192.9,113.2,100.5,"Hettangian","Albian",NA
"4418","14478","14478","txn",NA,"genus","Holcolissoceras",NA,NA,"14478","genus","Holcolissoceras","134170","6930","extinct",0,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcolissoceras",NA,NA,NA,NA,NA,NA,NA
"4419","14479","14479","txn",NA,"genus","Holcophylloceras","Spath 1927",NA,"14479","genus","Holcophylloceras","134170","6930","extinct",156,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras",201.4,184.2,119.57,113.2,"Hettangian","Aptian",NA
"4420","14467","14467","txn",NA,"genus","Carinophylloceras","Klinger et al. 1975",NA,"14467","genus","Carinophylloceras","86841","27773","extinct",4,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Carinophylloceras",113.2,110.1,113.2,106.3,"Albian",NA,"Carinophylloceras collignoni"
"4421","14465","14465","txn",NA,"genus","Calaiceras","(Kovács 1939)",NA,"14465","genus","Calaiceras","86841","6930","extinct",29,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Calaiceras",199.5,184.2,184.2,182.9,"Sinemurian","Toarcian",NA
"4422","14475","14475","txn",NA,"genus","Hantkeniceras",NA,NA,"14475","genus","Hantkeniceras","86841","6930","extinct",60,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Hantkeniceras",199.5,192.9,184.2,174.7,"Sinemurian","Toarcian","Hantkeniceras hantkeni"
"4423","14495","14495","txn",NA,"genus","Ptychophylloceras","Spath 1927",NA,"14495","genus","Ptychophylloceras","86841","6930","extinct",98,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Ptychophylloceras",184.2,182.9,132.6,125.77,"Toarcian","Hauterivian","Ptychophylloceras feddeni"
"4424","14493","14493","txn",NA,"genus","Phyllopachyceras","(Spath 1925)",NA,"14493","genus","Phyllopachyceras","86841","6930","extinct",565,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras",168.2,161.5,72.2,66,"Bathonian","Maastrichtian",NA
"4425","14472","14472","txn",NA,"genus","Euphylloceras",NA,NA,"14472","genus","Euphylloceras","86841","6930","extinct",220,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras",137.05,132.6,100.5,93.9,"Valanginian","Cenomanian","Phylloceras (Hypophylloceras) ponticuli"
"4426","14492","14492","txn",NA,"genus","Phylloceras","(Suess 1865)",NA,"14492","genus","Phylloceras","86841","6930","extinct",958,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras",237,227.3,72.2,66,"Carnian","Maastrichtian","Phylloceras heterophyllum"
"4427","14487","14487","txn",NA,"genus","Neophylloceras","(Shimizu 1934)",NA,"14487","genus","Neophylloceras","86841","6930","extinct",166,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Neophylloceras",113.2,110.1,72.2,66,"Albian","Maastrichtian","Neophylloceras ramosus"
"4428","86848","14480","txn",NA,"genus","Hypophylloceras","(Salfeld 1924)",NA,"86848","genus","Hypophylloceras","86841","18898","extinct",237,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Hypophylloceras",137.05,132.6,72.2,66,"Valanginian","Maastrichtian",NA
"4429","14504","14504","txn",NA,"genus","Zetoceras","(Kovacs 1939)",NA,"14504","genus","Zetoceras","86841","18898","extinct",141,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Zetoceras",201.4,192.9,165.3,161.5,"Hettangian","Callovian",NA
"4430","14491","14491","txn",NA,"genus","Partschiceras","(Fucini 1920)",NA,"14491","genus","Partschiceras","86841","6930","extinct",237,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Partschiceras",199.5,192.9,85.7,83.6,"Sinemurian","Santonian",NA
"4431","14494","14494","txn",NA,"genus","Procliviceras",NA,"subjective synonym of","14491","genus","Partschiceras","86841","6930","extinct",237,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Partschiceras",199.5,192.9,85.7,83.6,"Sinemurian","Santonian","Procliviceras proclive"
"4432","14468","14468","txn",NA,"genus","Dasyceras","Hyatt 1900",NA,"14468","genus","Dasyceras","86842","36089","extinct",0,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Dasyceras",NA,NA,NA,NA,NA,NA,"Juraphyllites rakosensis"
"4433","14489","14489","txn",NA,"genus","Palaeophyllites","(Welter 1922)",NA,"14489","genus","Palaeophyllites","86780","70493","extinct",12,"Mollusca","Cephalopoda","Phylloceratida","Palaeophyllitidae","Palaeophyllites",249.9,246.7,243.33,241.464,"Olenekian","Anisian","Palaeophyllites steinmanni"
"4434","14464","14464","txn",NA,"genus","Burijites","Zakharov 1978",NA,"14464","genus","Burijites","86780","41710","extinct",6,"Mollusca","Cephalopoda","Phylloceratida","Palaeophyllitidae","Burijites",249.9,248.1,248.1,246.7,"Olenekian",NA,"Burijites skorochodi"
"4435","14470","14470","txn",NA,"genus","Eophyllites","Spath 1930",NA,"14470","genus","Eophyllites","86780","6930","extinct",27,"Mollusca","Cephalopoda","Phylloceratida","Palaeophyllitidae","Eophyllites",249.9,248.1,246.7,241.464,"Olenekian","Anisian","Eophyllites dieneri"
"4436","14483","14483","txn",NA,"genus","Leiophyllites","(Diener 1915)",NA,"14483","genus","Leiophyllites","86780","6930","extinct",176,"Mollusca","Cephalopoda","Phylloceratida","Palaeophyllitidae","Leiophyllites",249.9,246.7,243.33,227.3,"Olenekian","Carnian","Leiophyllites suessi"
"4437","14498","14498","txn",NA,"genus","Simonyceras","Wiedmann 1970",NA,"14498","genus","Simonyceras","289887","56589","extinct",11,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Simonyceras",237,233.6,237,227.3,"Carnian",NA,NA
"4438","14500","14500","txn",NA,"genus","Spinoleiophyllites","Liao 1978",NA,"14500","genus","Spinoleiophyllites","86782","6930","extinct",0,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Spinoleiophyllites",NA,NA,NA,NA,NA,NA,NA
"4439","14502","14502","txn",NA,"genus","Ussurites","(Hyatt 1900)",NA,"14502","genus","Ussurites","86782","36089","extinct",72,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Ussurites",248.1,246.7,241.464,239.48,"Olenekian","Ladinian","Ussurites sichoticus"
"4440","14485","14485","txn",NA,"genus","Mojsvarites","(Pompeckj 1895)",NA,"14485","genus","Mojsvarites","86782","56586","extinct",22,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Mojsvarites",243.33,241.464,205.7,201.4,"Anisian","Rhaetian","Mojsvarites agenor"
"4441","14503","14503","txn",NA,"genus","Wopfingites","Wiedmann 1970",NA,"14503","genus","Wopfingites","86782","56589","extinct",1,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Wopfingites",211.18,205.7,211.18,205.7,"Norian",NA,"Wopfingites krystyni"
"4442","14448","14448","txn",NA,"genus","Vickohlerites","Kummel 1968",NA,"14448","genus","Vickohlerites","86782","31776","extinct",4,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Vickohlerites",249.9,246.7,248.1,246.7,"Olenekian",NA,"Vickohlerites sundaicus"
"4443","14471","14471","txn",NA,"genus","Eopsiloceras","Spath 1930",NA,"14471","genus","Eopsiloceras","86782","6930","extinct",9,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Eopsiloceras",227.3,215.38,201.4,199.5,"Norian","Hettangian","Eopsiloceras planorboides"
"4444","14486","14486","txn",NA,"genus","Monophyllites","Mojsisovics 1879",NA,"14486","genus","Monophyllites","86782","6930","extinct",149,"Mollusca","Cephalopoda","Phylloceratida","Ussuritidae","Monophyllites",249.9,248.1,227.3,205.7,"Olenekian","Norian","Monophyllites sphaerophyllus"
"4445","14414","14414","txn",NA,"genus","Subinyoites","Spath 1930",NA,"14414","genus","Subinyoites","185562","6930","extinct",6,"Mollusca","Cephalopoda","Phylloceratida","Nordophiceratidae","Subinyoites",250.5,248.1,249.9,246.7,"Induan","Olenekian",NA
"4446","14488","14488","txn",NA,"genus","Nevadophyllites",NA,NA,"14488","genus","Nevadophyllites","14463","6930","extinct",1,"Mollusca","Cephalopoda","Phylloceratitida","NO_FAMILY_SPECIFIED","Nevadophyllites",201.4,199.5,201.4,199.5,"Hettangian",NA,NA
"4447","14508","14508","txn",NA,"genus","Acanthaecites",NA,NA,"14508","genus","Acanthaecites","301226","6930","extinct",0,"Mollusca","Cephalopoda","Ammonitida","Oppeliidae","Acanthaecites",NA,NA,NA,NA,NA,NA,NA
"4448","14506","14506","txn",NA,"genus","Abbasites","Buckman 1921",NA,"14506","genus","Abbasites","257971","6930","extinct",19,"Mollusca","Cephalopoda","Ammonitida","Hammatoceratidae","Abbasites",174.7,170.9,174.7,170.9,"Aalenian",NA,"Abbasites abbas"
"4449","14473","14473","txn",NA,"genus","Galaticeras",NA,NA,"14473","genus","Galaticeras","204834","6930","extinct",60,"Mollusca","Cephalopoda","Ammonitida","Lytoceratidae","Galaticeras",199.5,192.9,192.9,184.2,"Sinemurian","Pliensbachian","Galaticeras harpoceratoides"
"4450","85477","14507","txn","V","genus","Abrytasites","Nikolov and Brekoviski 1969","misspelling of","85477","genus","Abrytusites","84932","9159","extinct",32,"Mollusca","Cephalopoda","Ammonitida","Desmoceratidae","Abrytusites",132.6,125.77,125.77,121.4,"Hauterivian","Barremian",NA
"4451","14389","14389","txn",NA,"genus","Sanyangites","Zhao et al. 1978",NA,"14389","genus","Sanyangites","93309","31822","extinct",22,"Mollusca","Cephalopoda","Ceratitida","Araxoceratidae","Sanyangites",259.51,254.14,259.51,254.14,"Wuchiapingian",NA,NA
"4452","14422","14422","txn",NA,"genus","Thanamites","Diener 1908",NA,"14422","genus","Thanamites","86696","6930","extinct",13,"Mollusca","Cephalopoda","Ceratitida","Thanamitidae","Thanamites",243.33,241.464,239.48,237,"Anisian","Ladinian","Thanamites bicuspidatus"
"4453","14431","14431","txn",NA,"genus","Tozerites","Silberling and Nichols 1982",NA,"14431","genus","Tozerites","86694","10526","extinct",29,"Mollusca","Cephalopoda","Ceratitida","Proteusitidae","Tozerites",246.7,241.464,243.33,241.464,"Anisian",NA,"Tozerites humboldtensis"
"4454","14439","14439","txn",NA,"genus","Tropigastrites","Smith 1914",NA,"14439","genus","Tropigastrites","86694","8848","extinct",39,"Mollusca","Cephalopoda","Ceratitida","Proteusitidae","Tropigastrites",246.7,244.99,241.464,237,"Anisian","Ladinian","Tropigastrites trojanus"
"4455","14442","14442","txn",NA,"genus","Tsvetkovites","Vavilov and Korchinskya 1973",NA,"14442","genus","Tsvetkovites","425662","6930","extinct",21,"Mollusca","Cephalopoda","Ceratitida","Tsvetkovitidae","Tsvetkovites",246.7,241.464,239.48,237,"Anisian","Ladinian",NA
"4456","14430","14430","txn",NA,"genus","Tornquistites","Hyatt and Smith 1905",NA,"14430","genus","Tornquistites","86950","8855","extinct",4,"Mollusca","Cephalopoda","Ceratitida","Tropiceltitidae","Tornquistites",233.6,227.3,227.3,215.38,"Carnian","Norian","Tornquistites evolutus"
"4457","14412","14412","txn",NA,"genus","Styrites","Mojsisovics 1893",NA,"14412","genus","Styrites","86950","6930","extinct",7,"Mollusca","Cephalopoda","Ceratitida","Tropiceltitidae","Styrites",237,227.3,227.3,205.7,"Carnian","Norian","Styrites tropitiformis"
"4458","14421","14421","txn",NA,"genus","Tardeceras","Hyatt and Smith 1905",NA,"14421","genus","Tardeceras","86950","8855","extinct",4,"Mollusca","Cephalopoda","Ceratitida","Tropiceltitidae","Tardeceras",233.6,227.3,233.6,227.3,"Carnian",NA,"Tardeceras parvum"
"4459","14438","14438","txn",NA,"genus","Tropiceltites","Mojsisovics 1893",NA,"14438","genus","Tropiceltites","86950","6930","extinct",13,"Mollusca","Cephalopoda","Ceratitida","Tropiceltitidae","Tropiceltites",238,227.5,227.3,215.38,"Ladinian","Norian","Tropiceltites costatus"
"4460","14451","14451","txn",NA,"genus","Waldthausenites","Welter 1914",NA,"14451","genus","Waldthausenites","101063","6930","extinct",0,"Mollusca","Cephalopoda","Ceratitida","Haloritidae","Waldthausenites",NA,NA,NA,NA,NA,NA,"Waldthausenites malayicus"
"4461","14434","14434","txn",NA,"genus","Trachysagenites","(Mojsisovics 1893)",NA,"14434","genus","Trachysagenites","86683","6930","extinct",13,"Mollusca","Cephalopoda","Ceratitida","Haloritidae","Trachysagenites",237,227.3,233.6,227.3,"Carnian",NA,"Trachysagenites erinaceus"
"4462","14394","14394","txn",NA,"genus","Siculites","Gemmellaro 1904",NA,"14394","genus","Siculites","87020","6930","extinct",0,"Mollusca","Cephalopoda","Ceratitida","Parathisbitidae","Siculites",NA,NA,NA,NA,NA,NA,"Siculites dolomiticus"
"4463","14393","14393","txn",NA,"genus","Sibyllites","Mojsisovics 1893",NA,"14393","genus","Sibyllites","86819","6930","extinct",4,"Mollusca","Cephalopoda","Ceratitida","Tropitidae","Sibyllites",246.7,241.464,237,227.3,"Anisian","Carnian","Sibyllites tenuispinatus"
"4464","14441","14441","txn",NA,"genus","Tropites","Mojsisovics 1875",NA,"14441","genus","Tropites","86819","6930","extinct",112,"Mollusca","Cephalopoda","Ceratitida","Tropitidae","Tropites",238,227.5,227.3,205.7,"Ladinian","Norian","Tropites subbullatus"
"4465","14437","14437","txn",NA,"genus","Tritropidoceras","Schenk 1935",NA,"14437","genus","Tritropidoceras","86819","78803","extinct",1,"Mollusca","Cephalopoda","Ceratitida","Tropitidae","Tritropidoceras",237,227.3,237,227.3,"Carnian",NA,"Tritropidoceras packardi"
"4466","14424","14424","txn",NA,"genus","Thisbites","(Mojsisovics 1893)",NA,"14424","genus","Thisbites","86823","6930","extinct",30,"Mollusca","Cephalopoda","Ceratitida","Thisbitidae","Thisbites",237,227.3,227.3,205.7,"Carnian","Norian","Thisbites agricolae"
"4467","14407","14407","txn",NA,"genus","Stikinoceras","McLearn 1930",NA,"14407","genus","Stikinoceras","86823","6930","extinct",29,"Mollusca","Cephalopoda","Ceratitida","Thisbitidae","Stikinoceras",238,227.5,227.3,205.7,"Ladinian","Norian","Stikinoceras kerri"
"4468","14455","14455","txn",NA,"genus","Wordieoceras","Tozer 1971",NA,"14455","genus","Wordieoceras","149310","6930","extinct",97,"Mollusca","Cephalopoda","Ceratitida","Ophiceratidae","Wordieoceras",251.902,250.5,251.902,248.1,"Induan","Olenekian","Wordieoceras wordiei"
"4469","14449","14449","txn",NA,"genus","Vishnuites","(Diener 1897)",NA,"14449","genus","Vishnuites","149310","72871","extinct",48,"Mollusca","Cephalopoda","Ceratitida","Ophiceratidae","Vishnuites",251.902,250.5,250.5,246.7,"Induan","Olenekian",NA
"4470","14440","14440","txn",NA,"genus","Tropigymnites","Spath 1951",NA,"14440","genus","Tropigymnites","86680","62703","extinct",13,"Mollusca","Cephalopoda","Ceratitida","Gymnitidae","Tropigymnites",246.7,243.33,243.33,241.464,"Anisian",NA,"Tropigymnites planorbis"
"4471","14460","14460","txn",NA,"genus","Xiphogymnites","Spath 1951",NA,"14460","genus","Xiphogymnites","86680","62703","extinct",0,"Mollusca","Cephalopoda","Ceratitida","Gymnitidae","Xiphogymnites",NA,NA,NA,NA,NA,NA,"Xiphogymnites spiniger"
"4472","14462","14462","txn",NA,"genus","Ziyunites","Wang 1978",NA,"14462","genus","Ziyunites","86679","73747","extinct",4,"Mollusca","Cephalopoda","Ceratitida","Sturiidae","Ziyunites",248.1,246.7,246.7,244.99,"Olenekian","Anisian","Ziyunites ziyunensis"
"4473","14411","14411","txn",NA,"genus","Sturia","von Mojsisovics 1882",NA,"14411","genus","Sturia","86679","73139","extinct",76,"Mollusca","Cephalopoda","Ceratitida","Sturiidae","Sturia",246.7,244.99,237,227.3,"Anisian","Carnian",NA
"4474","14405","14405","txn",NA,"genus","Stenopopanoceras","Popov 1961",NA,"14405","genus","Stenopopanoceras","86666","6930","extinct",26,"Mollusca","Cephalopoda","Ceratitida","Parapopanoceratidae","Stenopopanoceras",246.7,244.99,241.464,237,"Anisian","Ladinian",NA
"4475","14445","14445","txn",NA,"genus","Vandaites","Tozer 1979",NA,"14445","genus","Vandaites","86828","46258","extinct",7,"Mollusca","Cephalopoda","Ceratitida","Choristoceratidae","Vandaites",205.7,201.4,205.7,201.4,"Rhaetian",NA,NA
"4476","14444","14444","txn",NA,"genus","Ussuria","Diener 1895",NA,"14444","genus","Ussuria","86652","6930","extinct",17,"Mollusca","Cephalopoda","Ceratitida","Ussuriidae","Ussuria",249.9,248.1,249.9,241.464,"Olenekian","Anisian","Ussuria schamarae"
"4477","191664","14461","txn",NA,"genus","Zenoites","(Renz and Renz 1948)",NA,"191664","genus","Zenoites","82454","36653","extinct",4,"Mollusca","Cephalopoda","Ceratitida","Paranannitidae","Zenoites",248.1,246.7,248.1,246.7,"Olenekian",NA,NA
"4478","14400","14400","txn",NA,"genus","Sphingites","Mojsisovics 1879",NA,"14400","genus","Sphingites","100975","6930","extinct",18,"Mollusca","Cephalopoda","Ceratitida","Sphingitidae","Sphingites",244.24,237,227.3,215.38,"Anisian","Norian","Sphingites coangustatus"
"4479","14399","14399","txn",NA,"genus","Sphaerocladiscites","Popov 1961",NA,"14399","genus","Sphaerocladiscites","322318","6930","extinct",10,"Mollusca","Cephalopoda","Ceratitida","Cladiscitidae","Sphaerocladiscites",241.464,239.48,237,227.3,"Ladinian","Carnian","Sphaerocladiscites buralkitensis"
"4480","14404","14404","txn",NA,"genus","Stenarcestes","(von Mojsisovics 1895)",NA,"14404","genus","Stenarcestes","86839","72784","extinct",36,"Mollusca","Cephalopoda","Ceratitida","Arcestidae","Stenarcestes",237,233.6,205.7,201.4,"Carnian","Rhaetian","Stenarcestes subumbilicatus"
"4481","14419","14419","txn",NA,"genus","Sympolycyclus","Spath 1951",NA,"14419","genus","Sympolycyclus","86812","62703","extinct",13,"Mollusca","Cephalopoda","Ceratitida","Clionitidae","Sympolycyclus",237,233.6,227.3,205.7,"Carnian","Norian","Sympolycyclus nodifer"
"4482","14436","14436","txn",NA,"genus","Traskites","(Hyatt and Smith 1905)",NA,"14436","genus","Traskites","86816","6930","extinct",17,"Mollusca","Cephalopoda","Ceratitida","Sandlingitidae","Traskites",233.6,227.3,233.6,215.38,"Carnian","Norian",NA
"4483","14388","14388","txn",NA,"genus","Sandlingites","Mojsisovics 1893",NA,"14388","genus","Sandlingites","86816","6930","extinct",8,"Mollusca","Cephalopoda","Ceratitida","Sandlingitidae","Sandlingites",233.6,227.3,233.6,227.3,"Carnian",NA,"Sandlingites oribasus"
"4484","14452","14452","txn",NA,"genus","Wangoceras","Tozer 1980",NA,"14452","genus","Wangoceras","86809","46261","extinct",8,"Mollusca","Cephalopoda","Ceratitida","Heraclitidae","Wangoceras",227.3,215.38,227.3,215.38,"Norian",NA,"Wangoceras pax"
"4485","14423","14423","txn",NA,"genus","Thetidites","(von Mojsisovics 1896)",NA,"14423","genus","Thetidites","86817","72784","extinct",9,"Mollusca","Cephalopoda","Ceratitida","Thetiditidae","Thetidites",227.3,211.18,215.38,205.7,"Norian",NA,NA
"4486","14425","14425","txn",NA,"genus","Tibetites","Mojsisovics 1896",NA,"14425","genus","Tibetites","86807","6930","extinct",11,"Mollusca","Cephalopoda","Ceratitida","Tibetitidae","Tibetites",237,227.3,215.38,201.4,"Carnian","Rhaetian",NA
"4487","14454","14454","txn",NA,"genus","Welterites","Diener 1923",NA,"14454","genus","Welterites","86808","6930","extinct",3,"Mollusca","Cephalopoda","Ceratitida","Tibetitidae","Welterites",227.3,211.18,215.38,205.7,"Norian",NA,NA
"4488","14459","14459","txn",NA,"genus","Xenodrepanites","Diener 1916",NA,"14459","genus","Xenodrepanites","86808","6930","extinct",2,"Mollusca","Cephalopoda","Ceratitida","Tibetitidae","Xenodrepanites",237,227.3,227.3,211.18,"Carnian","Norian","Xenodrepanites schucherti"
"4489","14403","14403","txn",NA,"genus","Steinmannites","(Mojsisovics 1893)",NA,"14403","genus","Steinmannites","86787","6930","extinct",24,"Mollusca","Cephalopoda","Ceratitida","Steinmannitidae","Steinmannites",227.3,211.18,215.38,205.7,"Norian",NA,NA
"4490","14402","14402","txn",NA,"genus","Stacheites","Kittl 1903",NA,"14402","genus","Stacheites","86662","73456","extinct",25,"Mollusca","Cephalopoda","Ceratitida","Dinaritidae","Stacheites",249.9,246.7,246.7,241.464,"Olenekian","Anisian","Stacheites prionoides"
"4491","14409","14409","txn",NA,"genus","Stoppaniceras","Rieber 1973",NA,"14409","genus","Stoppaniceras","100799","6930","extinct",36,"Mollusca","Cephalopoda","Ceratitida","Ceratitidae","Stoppaniceras",243.33,241.464,241.464,239.48,"Anisian","Ladinian","Stoppaniceras variabile"
"4492","14390","14390","txn",NA,"genus","Semiornites","(Arthaber 1912)",NA,"14390","genus","Semiornites","100799","6930","extinct",42,"Mollusca","Cephalopoda","Ceratitida","Ceratitidae","Semiornites",246.7,243.33,243.33,239.48,"Anisian","Ladinian","Trachyceras cordevolicum"
"4493","14391","14391","txn",NA,"genus","Serpianites","Rieber 1973",NA,"14391","genus","Serpianites","100798","11682","extinct",8,"Mollusca","Cephalopoda","Ceratitida","Ceratitidae","Serpianites",243.33,241.464,243.33,241.464,"Anisian",NA,"Serpianites serpianensis"
"4494","14387","14387","txn",NA,"genus","Salterites","(Diener 1907)",NA,"14387","genus","Salterites","381320","70759","extinct",1,"Mollusca","Cephalopoda","Ceratitida","Ceratitidae","Salterites",246.7,241.464,246.7,241.464,"Anisian",NA,NA
"4495","14426","14426","txn",NA,"genus","Ticinites","Rieber 1973",NA,"14426","genus","Ticinites","381320","6930","extinct",19,"Mollusca","Cephalopoda","Ceratitida","Ceratitidae","Ticinites",243.33,241.464,241.464,239.48,"Anisian","Ladinian","Ticinites ticinensis"
"4496","14447","14447","txn",NA,"genus","Velebites","Salopek 1918",NA,"14447","genus","Velebites","86689","6930","extinct",0,"Mollusca","Cephalopoda","Ceratitida","Aplococeratidae","Velebites",NA,NA,NA,NA,NA,NA,"Velebites dinaricus"
"4497","14429","14429","txn",NA,"genus","Tompophiceras","Popov 1961",NA,"14429","genus","Tompophiceras","82361","6930","extinct",86,"Mollusca","Cephalopoda","Ceratitida","Xenodiscidae","Tompophiceras",254.14,251.902,251.902,249.9,"Changhsingian","Induan",NA
"4498","14458","14458","txn",NA,"genus","Xenodiscus","Waagen 1879",NA,"14458","genus","Xenodiscus","82361","29811","extinct",107,"Mollusca","Cephalopoda","Ceratitida","Xenodiscidae","Xenodiscus",266.9,264.28,248.1,246.7,"Wordian","Olenekian","Xenodiscus carbonarius"
