"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","realm","is_ectinct"
"1",2894,2894,"txn",,"phylum","Porifera",67091,6930,"extant",24327,"Porifera",,,,,,"marine",
"2",342809,342809,"txn",,"phylum","Proarticulata",67091,5229,"extinct",80,"Proarticulata",,,,,,"marine",
"3",7285,7285,"txn",,"phylum","Problematica",67091,71641,"extinct",2200,"Problematica",,,,,,"marine",
"4",6994,6994,"txn",,"phylum","Ctenophora",67102,6930,"extant",42,"Ctenophora",,,,,,"marine",
"5",4524,4524,"txn",,"phylum","Cnidaria",67091,6930,"extant",70686,"Cnidaria",,,,,,"marine",
"6",33518,33518,"txn",,"phylum","Hemichordata",67147,6930,"extant",8098,"Hemichordata",,,,,,"marine",
"7",30739,30739,"txn",,"phylum","Echinodermata",67147,17459,"extant",34336,"Echinodermata",,,,,,"marine",
"8",30727,30727,"txn",,"phylum","Chaetognatha",481410,6930,"extant",299,"Chaetognatha",,,,,,"marine",
"9",7629,7629,"txn",,"phylum","Hyolitha",67151,31628,"extinct",2383,"Hyolitha",,,,,,"marine",
"10",24773,24773,"txn",,"phylum","Bryozoa",67151,6930,"extant",30878,"Bryozoa",,,,,,"marine",
"11",26322,26322,"txn",,"phylum","Brachiopoda",481637,6930,"extant",187130,"Brachiopoda",,,,,,"marine",
"12",26320,26320,"txn",,"phylum","Entoprocta",96201,6930,"extant",7,"Entoprocta",,,,,,"marine",
"13",67166,67166,"txn",,"phylum","Sipuncula",272903,14206,"extant",8,"Sipuncula",,,,,,"marine",
"14",67126,272409,"txn",,"phylum","Scalidophora",67124,47384,"extant",390,"Scalidophora",,,,,,"marine",
"15",7002,7002,"txn",,"phylum","Priapulida",67126,6930,"extant",384,"Priapulida",,,,,,"marine",
"16",146770,465785,"txn","","class","Archaeocyatha",2894,77251,"extant",4655,"Porifera","Archaeocyatha",,,,,"marine",
"17",352167,352167,"txn","","class","Leptocardii",34104,62148,"extant",0,"Chordata","Leptocardii",,,,,"marine",
"18",91601,91601,"txn","","class","Ascidiacea",34108,19548,"extant",28,"Chordata","Ascidiacea",,,,,"marine",
"19",463796,463796,"txn","","class","Thaliacea",91601,75949,"extant",0,"Chordata","Thaliacea",,,,,"marine",
"20",425117,425117,"txn","","class","Banffozoa",33815,73557,"extinct",7,"Chordata","Banffozoa",,,,,"marine",
"21",401644,401645,"txn","","class","Myxini",389304,58890,"extant",4,"Chordata","Myxini",,,,,"marine",
"22",119273,119273,"txn","","class","Tentaculita",96201,26675,"extinct",2349,"Lophotrochozoa","Tentaculita",,,,,"marine",
"23",8166,8166,"txn","","class","Scaphopoda",7805,6930,"extant",3842,"Mollusca","Scaphopoda",,,,,"marine",
"24",7847,7847,"txn","","class","Helcionelloida",7805,6930,"",1987,"Mollusca","Helcionelloida",,,,,"marine",
"25",12315,12315,"txn","","class","Cephalopoda",7805,6930,"extant",111447,"Mollusca","Cephalopoda",,,,,"marine",
"26",7806,7806,"txn","","class","Tergomya",7805,16029,"extant",959,"Mollusca","Tergomya",,,,,"marine",
"27",57663,57663,"txn","","class","Monoplacophora",106727,13192,"extant",9,"Mollusca","Monoplacophora",,,,,"marine",
"28",8023,8023,"txn","","class","Polyplacophora",106727,6930,"extant",598,"Mollusca","Polyplacophora",,,,,"marine",
"29",8268,8268,"txn","","class","Paragastropoda",7805,13136,"",122,"Mollusca","Paragastropoda",,,,,"marine",
"30",8123,8123,"txn","","class","Rostroconchia",7805,18249,"extant",938,"Mollusca","Rostroconchia",,,,,"marine",
"31",65472,65472,"txn","","class","Stenothecoida",481637,13234,"",49,"Lophotrochozoa","Stenothecoida",,,,,"marine",
"32",133214,444004,"txn","","class","Thecostraca",82629,63922,"extant",1867,"Arthropoda","Thecostraca",,,,,"marine",
"33",22067,22067,"txn","","class","Thylacocephala",304350,6930,"",61,"Arthropoda","Thylacocephala",,,,,"marine",
"34",19026,19026,"txn","","class","Merostomoidea",18891,6930,"",0,"Arthropoda","Merostomoidea",,,,,"marine",
"35",19041,19041,"txn","","class","Marrelomorpha",18891,63850,"extinct",0,"Arthropoda","Marrelomorpha",,,,,"marine",
"36",19015,19015,"txn","","class","Pycnogonida",18891,6930,"extant",15,"Arthropoda","Pycnogonida",,,,,"marine",
"37",463993,463993,"txn","","class","Marrellomorpha",18891,63850,"extinct",37,"Arthropoda","Marrellomorpha",,,,,"marine",
"38",308386,308386,"txn","","class","Artiopoda",18891,53237,"extant",61712,"Arthropoda","Artiopoda",,,,,"marine",
"39",19100,19100,"txn","","class","Trilobita",308386,6930,"extant",54902,"Arthropoda","Trilobita",,,,,"marine",
"40",142293,166218,"txn","","class","Xiphosura",286968,12074,"extant",254,"Arthropoda","Xiphosura",,,,,"marine",
"41",22211,22211,"txn","","class","Remipedia",424441,6930,"extant",3,"Arthropoda","Remipedia",,,,,"marine",
"42",133211,133211,"txn","","class","Cephalocarida",424436,12066,"extant",2,"Arthropoda","Cephalocarida",,,,,"marine",
"43",167458,167458,"txn","","class","Megacheira",465298,32720,"",121,"Arthropoda","Megacheira",,,,,"marine",
"44",19023,19023,"txn","","class","Paratrilobita",18891,6930,"",0,"Arthropoda","Paratrilobita",,,,,"marine",
"45",69587,69587,"txn","","class","Bacillariophyceae",432613,15475,"extant",33308,"Ochrophyta","Bacillariophyceae",,,,,"marine",
"46",755,755,"txn","","class","Rhizopodea",71297,6930,"extant",804,"NO_PHYLUM_SPECIFIED","Rhizopodea",,,,,"marine",
"47",71293,71293,"txn","V","class","Granuloreticulosea",755,85136,"extant",2,"Granuloreticulosa","",,,,,"marine",
"48",8515,8515,"txn","","order","Archaeogastropoda",89047,6930,"extant",132,"Mollusca","Gastropoda","Archaeogastropoda",,,,"marine",
"49",8431,8431,"txn","","order","Euomphalina",60245,15596,"extinct",6690,"Mollusca","Gastropoda","Euomphalina",,,,"marine",
"50",58517,346864,"txn","","order","Pleurotomariida",58775,15836,"extant",4,"Mollusca","Gastropoda","Pleurotomariida",,,,"marine",
"51",8305,8305,"txn","","order","Bellerophontida",8304,6930,"extinct",5178,"Mollusca","Gastropoda","Bellerophontida",,,,"marine",
"52",97194,206526,"txn","","order","Nuculanida",204900,38358,"extant",9192,"Mollusca","Bivalvia","Nuculanida",,,,"marine",
"53",16149,16149,"txn","","order","Solemyoida",83704,6930,"extant",0,"Mollusca","Bivalvia","Solemyoida",,,,"marine",
"54",17177,244214,"txn","","order","Trigoniida",61563,38358,"extant",6417,"Mollusca","Bivalvia","Trigoniida",,,,"marine",
"55",244360,244360,"txn","","order","Cardiida",400194,38358,"extant",19053,"Mollusca","Bivalvia","Cardiida",,,,"marine",
"56",18524,244354,"txn","","order","Hippuritida",244338,28394,"extant",5113,"Mollusca","Bivalvia","Hippuritida",,,,"marine",
"57",97212,244315,"txn","","order","Carditida",244299,38358,"extant",11991,"Mollusca","Bivalvia","Carditida",,,,"marine",
"58",205307,205307,"txn","","order","Colpomyida",243988,38471,"extinct",84,"Mollusca","Bivalvia","Colpomyida",,,,"marine",
"59",16334,243990,"txn","","order","Mytilida",61998,6930,"extant",6869,"Mollusca","Bivalvia","Mytilida",,,,"marine",
"60",16334,16334,"txn","V","order","Mytiloida",61998,6930,"extant",6869,"Mollusca","Bivalvia","Mytilida",,,,"marine",
"61",16197,16197,"txn","V","order","Arcoida",61998,6930,"extant",13982,"Mollusca","Bivalvia","Arcida",,,,"marine",
"62",16197,244029,"txn","","order","Arcida",61998,38358,"extant",13982,"Mollusca","Bivalvia","Arcida",,,,"marine",
"63",83707,83707,"txn","V","order","Ostreoida",61998,38358,"extant",26717,"Mollusca","Bivalvia","Ostreida",,,,"marine",
"64",83707,244068,"txn","","order","Ostreida",61998,38358,"extant",26717,"Mollusca","Bivalvia","Ostreida",,,,"marine",
"65",244050,244050,"txn","","order","Myalinida",244049,38358,"extinct",7621,"Mollusca","Bivalvia","Myalinida",,,,"marine",
"66",161403,161403,"txn","","order","Cyrtodontida",244011,31529,"extant",1386,"Mollusca","Bivalvia","Cyrtodontida",,,,"marine",
"67",16165,16165,"txn","V","order","Praecardioida",161403,28394,"extant",845,"Mollusca","Bivalvia","Cyrtodontida",,,,"marine",
"68",81178,81178,"txn","V","order","Pectinoida",61998,17419,"extant",32320,"Mollusca","Bivalvia","Pectinida",,,,"marine",
"69",81178,244109,"txn","","order","Pectinida",61998,17419,"extant",32320,"Mollusca","Bivalvia","Pectinida",,,,"marine",
"70",16436,16436,"txn","","order","Pterioida",61998,28394,"extant",290,"Mollusca","Bivalvia","Pterioida",,,,"marine",
"71",83706,382729,"txn","","order","Limida",61998,62209,"extant",5052,"Mollusca","Bivalvia","Limida",,,,"marine",
"72",83706,83706,"txn","V","order","Limoida",61998,18197,"extant",5052,"Mollusca","Bivalvia","Limida",,,,"marine",
"73",444008,444008,"txn","","order","Lithoglyptida",133235,63922,"extant",10,"Arthropoda","Thecostraca","Lithoglyptida",,,,"marine",
"74",302280,444104,"txn","","order","Scalpellomorpha",419949,63922,"extant",249,"Arthropoda","Thecostraca","Scalpellomorpha",,,,"marine",
"75",444035,444035,"txn","","order","Calanticomorpha",419949,63922,"extant",161,"Arthropoda","Thecostraca","Calanticomorpha",,,,"marine",
"76",302297,444112,"txn","","order","Verrucomorpha",419949,63922,"extant",62,"Arthropoda","Thecostraca","Verrucomorpha",,,,"marine",
"77",82261,444121,"txn","","order","Balanomorpha",419949,63922,"extant",1032,"Arthropoda","Thecostraca","Balanomorpha",,,,"marine",
"78",444026,444026,"txn","","order","Archaeolepadomorpha",419949,63922,"extinct",96,"Arthropoda","Thecostraca","Archaeolepadomorpha",,,,"marine",
"79",444028,444028,"txn","","order","Pollicipomorpha",419949,63922,"extant",96,"Arthropoda","Thecostraca","Pollicipomorpha",,,,"marine",
"80",444021,444021,"txn","","order","Eolepadomorpha",420000,63922,"extinct",2,"Arthropoda","Thecostraca","Eolepadomorpha",,,,"marine",
"81",133219,133219,"txn","","order","Dendrogastrida",303728,12066,"extant",1,"Arthropoda","Thecostraca","Dendrogastrida",,,,"marine",
"82",363474,363474,"txn","","order","Marrellida",463993,63850,"extinct",37,"Arthropoda","Marrellomorpha","Marrellida",,,,"marine",
"83",18916,18916,"txn","","order","Xiphosurida",142293,6930,"extant",233,"Arthropoda","Xiphosura","Xiphosurida",,,,"marine",
"84",22225,22225,"txn","","order","Hoplostraca",22258,84992,"extinct",4,"Arthropoda","Malacostraca","Hoplostraca",,,,"marine",
"85",22221,22221,"txn","","order","Leptostraca",22258,6930,"extant",2,"Arthropoda","Malacostraca","Leptostraca",,,,"marine",
"86",22228,22228,"txn","","order","Archaeostraca",22258,6930,"extant",165,"Arthropoda","Malacostraca","Archaeostraca",,,,"marine",
"87",22267,22267,"txn","","order","Stomatopoda",133262,6930,"extant",52,"Arthropoda","Malacostraca","Stomatopoda",,,,"marine",
"88",22263,473296,"txn","","order","Palaeostomatopoda",133262,6930,"extinct",2,"Arthropoda","Malacostraca","Palaeostomatopoda",,,,"marine",
"89",22283,22283,"txn","","order","Aeschronectida",133262,84991,"extinct",10,"Arthropoda","Malacostraca","Aeschronectida",,,,"marine",
"90",133266,133266,"txn","","order","Euphausiacea",424443,12066,"extant",6,"Arthropoda","Malacostraca","Euphausiacea",,,,"marine",
"91",133206,133206,"txn","","order","Amphionidacea",424443,12066,"extant",0,"Arthropoda","Malacostraca","Amphionidacea",,,,"marine",
"92",22295,22295,"txn","","order","Lophogastrida",168983,6930,"extant",19,"Arthropoda","Malacostraca","Lophogastrida",,,,"marine",
"93",22782,22782,"txn","","order","Cumacea",424444,6930,"extant",2,"Arthropoda","Malacostraca","Cumacea",,,,"marine",
"94",745,745,"txn","","order","Calpionellida",720,6930,"",257,"Ciliophora","NO_CLASS_SPECIFIED","Calpionellida",,,,"marine",
"95",62032,62032,"txn",,"family","Pyramidellidae",62033,464,"extant",2754,"Mollusca","Gastropoda","Heterostropha","Pyramidellidae",,"","marine",
"96",312858,312858,"txn",,"family","Otinidae",312857,14945,"extant",0,"Mollusca","Gastropoda","Heterostropha","Otinidae",,"","marine",
"97",60935,60935,"txn",,"family","Littorinidae",60938,7429,"extant",517,"Mollusca","Gastropoda","Sorbeoconcha","Littorinidae",,"","marine",
"98",62364,62364,"txn",,"family","Strombidae",62365,7429,"extant",1646,"Mollusca","Gastropoda","Sorbeoconcha","Strombidae",,"","marine",
"99",53504,53504,"txn",,"family","Aporrhaidae",62365,9933,"extant",2323,"Mollusca","Gastropoda","Sorbeoconcha","Aporrhaidae",,"","marine",
"100",62379,62379,"txn",,"family","Struthiolariidae",62365,7429,"extant",197,"Mollusca","Gastropoda","Sorbeoconcha","Struthiolariidae",,"","marine",
"101",62225,62225,"txn",,"family","Seraphsidae",62365,7432,"extant",96,"Mollusca","Gastropoda","Sorbeoconcha","Seraphsidae",,"","marine",
"102",337709,337709,"txn",,"family","Hippochrenidae",62365,58294,"extinct",3,"Mollusca","Gastropoda","Sorbeoconcha","Hippochrenidae",,"","marine",
"103",59788,59788,"txn",,"family","Colombellinidae",62365,7432,"extinct",54,"Mollusca","Gastropoda","Sorbeoconcha","Colombellinidae",,"","marine",
"104",120965,285330,"txn",,"family","Rostellariidae",62365,49270,"extant",533,"Mollusca","Gastropoda","Sorbeoconcha","Rostellariidae",,"","marine",
"105",62516,62516,"txn",,"family","Thersiteidae",62365,7432,"extant",112,"Mollusca","Gastropoda","Sorbeoconcha","Thersiteidae",,"","marine",
"106",479068,479068,"txn",,"family","Eocypraeidae",82939,57825,"extant",209,"Mollusca","Gastropoda","Sorbeoconcha","Eocypraeidae",,"","marine",
"107",62596,62596,"txn",,"family","Triviidae",82939,7429,"extant",426,"Mollusca","Gastropoda","Sorbeoconcha","Triviidae",,"Trivia","marine",
"108",61540,61540,"txn",,"family","Ovulidae",82939,7429,"extant",105,"Mollusca","Gastropoda","Sorbeoconcha","Ovulidae",,"Ovula","marine",
"109",60276,60276,"txn",,"family","Eratoidae",82939,7432,"extant",122,"Mollusca","Gastropoda","Sorbeoconcha","Eratoidae",,"","marine",
"110",60047,60047,"txn",,"family","Cypraeidae",82939,7429,"extant",1834,"Mollusca","Gastropoda","Sorbeoconcha","Cypraeidae",,"","marine",
"111",62763,62763,"txn",,"family","Velutinidae",82939,7429,"extant",21,"Mollusca","Gastropoda","Sorbeoconcha","Velutinidae",,"","marine",
"112",111146,111146,"txn",,"family","Pediculariidae",82939,25532,"extant",127,"Mollusca","Gastropoda","Sorbeoconcha","Pediculariidae",,"","marine",
"113",90696,90696,"txn",,"family","Buccinulidae",59411,19412,"extant",15,"Mollusca","Gastropoda","Neogastropoda","Buccinulidae",,"","marine",
"114",61090,61090,"txn",,"family","Melongenidae",59411,7429,"extant",1505,"Mollusca","Gastropoda","Neogastropoda","Melongenidae",,"","marine",
"115",59790,59790,"txn",,"family","Columbellidae",59411,7429,"extant",2207,"Mollusca","Gastropoda","Neogastropoda","Columbellidae",,"","marine",
"116",62040,62040,"txn",,"family","Pyrenidae",59790,7432,"extant",109,"Mollusca","Gastropoda","Neogastropoda","Pyrenidae",,"","marine",
"117",390904,390904,"txn",,"family","Siphonaliidae",59411,19412,"extant",207,"Mollusca","Gastropoda","Neogastropoda","Siphonaliidae",,"","marine",
"118",89651,89651,"txn",,"family","Colubrariidae",59411,14945,"extant",1,"Mollusca","Gastropoda","Neogastropoda","Colubrariidae",,"","marine",
"119",61264,61264,"txn",,"family","Nassariidae",59411,7429,"extant",3081,"Mollusca","Gastropoda","Neogastropoda","Nassariidae",,"","marine",
"120",60350,60350,"txn",,"family","Fasciolariidae",59411,7429,"extant",3326,"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae",,"","marine",
"121",59409,59409,"txn",,"family","Buccinidae",59411,7429,"extant",4554,"Mollusca","Gastropoda","Neogastropoda","Buccinidae",,"","marine",
"122",62349,62349,"txn",,"family","Strepturidae",61964,7432,"extant",7,"Mollusca","Gastropoda","Neogastropoda","Strepturidae",,"","marine",
"123",341281,341281,"txn",,"family","Raphitomidae",59821,59251,"extant",456,"Mollusca","Gastropoda","Neogastropoda","Raphitomidae",,"Raphitoma","marine",
"124",91228,360172,"txn",,"family","Cochlespiridae",59821,26566,"extant",336,"Mollusca","Gastropoda","Neogastropoda","Cochlespiridae",,"","marine",
"125",59819,59819,"txn",,"family","Conidae",59821,7429,"extant",3227,"Mollusca","Gastropoda","Neogastropoda","Conidae",,"Conus","marine",
"126",360218,360218,"txn",,"family","Horaiclavidae",59821,59251,"extant",85,"Mollusca","Gastropoda","Neogastropoda","Horaiclavidae",,"Horaiclavus","marine",
"127",90548,121088,"txn",,"family","Pseudomelatomidae",59821,14945,"extant",1092,"Mollusca","Gastropoda","Neogastropoda","Pseudomelatomidae",,"","marine",
"128",90777,360250,"txn",,"family","Mitromorphidae",59821,59251,"extant",75,"Mollusca","Gastropoda","Neogastropoda","Mitromorphidae",,"","marine",
"129",343349,343349,"txn",,"family","Borsoniidae",59821,7432,"extant",873,"Mollusca","Gastropoda","Neogastropoda","Borsoniidae",,"","marine",
"130",97853,97853,"txn",,"family","Drilliidae",59821,7432,"extant",1052,"Mollusca","Gastropoda","Neogastropoda","Drilliidae",,"","marine",
"131",62361,121089,"txn",,"family","Strictispiridae",59821,14945,"extant",11,"Mollusca","Gastropoda","Neogastropoda","Strictispiridae",,"","marine",
"132",59741,360219,"txn",,"family","Clathurellidae",59821,59251,"extant",372,"Mollusca","Gastropoda","Neogastropoda","Clathurellidae",,"","marine",
"133",61041,360213,"txn",,"family","Mangeliidae",59821,59251,"extant",940,"Mollusca","Gastropoda","Neogastropoda","Mangeliidae",,"","marine",
"134",62680,62680,"txn",,"family","Turridae",59821,7429,"extant",3803,"Mollusca","Gastropoda","Neogastropoda","Turridae",,"Turris","marine",
"135",62493,62493,"txn",,"family","Terebridae",59821,7429,"extant",1699,"Mollusca","Gastropoda","Neogastropoda","Terebridae",,"Terebra","marine",
"136",59747,121087,"txn",,"family","Clavatulidae",59821,14945,"extant",956,"Mollusca","Gastropoda","Neogastropoda","Clavatulidae",,"","marine",
"137",89561,89561,"txn",,"family","Coralliophilidae",61226,19223,"extant",27,"Mollusca","Gastropoda","Neogastropoda","Coralliophilidae",,"","marine",
"138",89119,89119,"txn",,"family","Tudiclidae",61226,19080,"extant",71,"Mollusca","Gastropoda","Neogastropoda","Tudiclidae",,"","marine",
"139",61223,61223,"txn",,"family","Muricidae",61226,7429,"extant",5291,"Mollusca","Gastropoda","Neogastropoda","Muricidae",,"","marine",
"140",61030,61030,"txn",,"family","Magilidae",59854,7432,"extant",14,"Mollusca","Gastropoda","Neogastropoda","Magilidae",,"","marine",
"141",62834,62834,"txn",,"family","Volutidae",61226,7429,"extant",3204,"Mollusca","Gastropoda","Neogastropoda","Volutidae",,"","marine",
"142",89607,89607,"txn",,"family","Cystiscidae",61226,19223,"extant",283,"Mollusca","Gastropoda","Neogastropoda","Cystiscidae",,"","marine",
"143",61053,61053,"txn",,"family","Marginellidae",61226,7429,"extant",1125,"Mollusca","Gastropoda","Neogastropoda","Marginellidae",,"","marine",
"144",121077,121077,"txn",,"family","Strepsiduridae",61226,14945,"extant",7,"Mollusca","Gastropoda","Neogastropoda","Strepsiduridae",,"","marine",
"145",121072,121072,"txn",,"family","Pholidotomidae",61226,14945,"extinct",95,"Mollusca","Gastropoda","Neogastropoda","Pholidotomidae",,"","marine",
"146",62601,62601,"txn",,"family","Trochidae",62599,7429,"extant",2686,"Mollusca","Gastropoda","NO_ORDER_SPECIFIED","Trochidae",,"","marine",
"147",62288,62288,"txn",,"family","Solemyidae",83693,7411,"extant",381,"Mollusca","Bivalvia","Solemyida","Solemyidae",,"Solemya","marine",
"148",59935,59935,"txn",,"family","Ctenodontidae",83693,7411,"extinct",517,"Mollusca","Bivalvia","Solemyida","Ctenodontidae",,"","marine",
"149",85575,85575,"txn",,"family","Nucinellidae",85571,18663,"extant",83,"Mollusca","Bivalvia","Solemyida","Nucinellidae",,"","marine",
"150",61042,61042,"txn",,"family","Manzanellidae",85571,7411,"extant",19,"Mollusca","Bivalvia","Solemyida","Manzanellidae",,"","marine",
"151",61454,61454,"txn",,"family","Nuculidae",83692,7411,"extant",4694,"Mollusca","Bivalvia","Nuculida","Nuculidae",,"","marine",
"152",112894,112894,"txn",,"family","Nucularcidae",83692,26003,"extinct",51,"Mollusca","Bivalvia","Nuculida","Nucularcidae",,"","marine",
"153",61902,61902,"txn",,"family","Praenuculidae",83692,7411,"extinct",155,"Mollusca","Bivalvia","Nuculida","Praenuculidae",,"","marine",
"154",60430,60430,"txn",,"family","Galeommatidae",60429,7411,"extant",28,"Mollusca","Bivalvia","Galeommatida","Galeommatidae",,"","marine",
"155",82897,82897,"txn",,"family","Lasaeidae",60429,16700,"extant",235,"Mollusca","Bivalvia","Galeommatida","Lasaeidae",,"","marine",
"156",60445,60445,"txn",,"family","Gastrochaenidae",60444,7411,"extant",208,"Mollusca","Bivalvia","Gastrochaenida","Gastrochaenidae",,"","marine",
"157",60654,60654,"txn",,"family","Hiatellidae",60653,7411,"extant",1846,"Mollusca","Bivalvia","Adapedonta","Hiatellidae",,"","marine",
"158",244477,244477,"txn",,"family","Saxicavellidae",60653,38358,"extant",4,"Mollusca","Bivalvia","Adapedonta","Saxicavellidae",,"","marine",
"159",62779,62779,"txn",,"family","Veneridae",62767,7411,"extant",12931,"Mollusca","Bivalvia","Venerida","Veneridae",,"","marine",
"160",62707,244420,"txn",,"family","Turtoniina",244411,38358,"extant",4,"Mollusca","Bivalvia","Venerida","Turtoniina",,"","marine",
"161",61695,244417,"txn",,"family","Petricolina",244411,38358,"extant",191,"Mollusca","Bivalvia","Venerida","Petricolina",,"","marine",
"162",60473,60473,"txn",,"family","Glossidae",60472,7411,"extant",375,"Mollusca","Bivalvia","Venerida","Glossidae",,"","marine",
"163",60755,60755,"txn",,"family","Kelliellidae",60472,7411,"extant",211,"Mollusca","Bivalvia","Venerida","Kelliellidae",,"","marine",
"164",62799,62799,"txn",,"family","Vesicomyidae",60472,7411,"extant",110,"Mollusca","Bivalvia","Venerida","Vesicomyidae",,"","marine",
"165",60616,60616,"txn",,"family","Hemidonacidae",244402,7429,"extant",3,"Mollusca","Bivalvia","Venerida","Hemidonacidae",,"Hemidonax","marine",
"166",62724,62724,"txn",,"family","Ungulinidae",161603,7411,"extant",845,"Mollusca","Bivalvia","Venerida","Ungulinidae",,"","marine",
"167",62552,244399,"txn",,"family","Trapezidae",59195,38358,"extant",129,"Mollusca","Bivalvia","Venerida","Trapezidae",,"","marine",
"168",109394,109394,"txn",,"family","Isocyprinidae",59195,18326,"",90,"Mollusca","Bivalvia","Venerida","Isocyprinidae",,"","marine",
"169",61882,61882,"txn",,"family","Pollicidae",59195,7411,"",8,"Mollusca","Bivalvia","Venerida","Pollicidae",,"","marine",
"170",59196,59196,"txn",,"family","Arcticidae",59195,7411,"extant",2229,"Mollusca","Bivalvia","Venerida","Arcticidae",,"","marine",
"171",60322,60322,"txn",,"family","Euloxidae",59195,7411,"extant",7,"Mollusca","Bivalvia","Venerida","Euloxidae",,"","marine",
"172",59662,59662,"txn",,"family","Chamidae",59661,7411,"extant",1027,"Mollusca","Bivalvia","Venerida","Chamidae",,"","marine",
"173",61103,61103,"txn",,"family","Mesodesmatidae",61025,7411,"extant",93,"Mollusca","Bivalvia","Venerida","Mesodesmatidae",,"Mesodesma","marine",
"174",61026,61026,"txn",,"family","Mactridae",61025,7411,"extant",3189,"Mollusca","Bivalvia","Venerida","Mactridae",,"","marine",
"175",59535,59535,"txn",,"family","Cardiliidae",61025,7411,"extant",12,"Mollusca","Bivalvia","Venerida","Cardiliidae",,"","marine",
"176",59100,59100,"txn",,"family","Anatinellidae",61025,7411,"extant",203,"Mollusca","Bivalvia","Venerida","Anatinellidae",,"","marine",
"177",244329,244329,"txn",,"family","Paracyclidae",89013,38358,"extinct",282,"Mollusca","Bivalvia","Lucinida","Paracyclidae",,"Paracyclas","marine",
"178",61028,61028,"txn",,"family","Mactromyidae",89013,7411,"extinct",584,"Mollusca","Bivalvia","Lucinida","Mactromyidae",,"","marine",
"179",60971,60971,"txn",,"family","Lucinidae",161489,7411,"extant",6236,"Mollusca","Bivalvia","Lucinida","Lucinidae",,"Lucina","marine",
"180",62304,62304,"txn",,"family","Spheniopsidae",90381,7411,"extant",18,"Mollusca","Bivalvia","Poromyida","Spheniopsidae",,"","marine",
"181",59984,59984,"txn",,"family","Cuspidariidae",90381,7411,"extant",413,"Mollusca","Bivalvia","Poromyida","Cuspidariidae",,"","marine",
"182",62796,62796,"txn",,"family","Verticordiidae",90390,7411,"extant",200,"Mollusca","Bivalvia","Poromyida","Verticordiidae",,"","marine",
"183",161488,161488,"txn",,"family","Penicillidae",59745,31529,"extant",13,"Mollusca","Bivalvia","Pandorida","Penicillidae",,"Penicillus","marine",
"184",59746,59746,"txn",,"family","Clavagellidae",59745,7411,"extant",76,"Mollusca","Bivalvia","Pandorida","Clavagellidae",,"Clavagella","marine",
"185",60794,60794,"txn",,"family","Laternulidae",61580,7411,"extant",357,"Mollusca","Bivalvia","Pandorida","Laternulidae",,"","marine",
"186",60994,60994,"txn",,"family","Lyonsiidae",61580,7411,"extant",55,"Mollusca","Bivalvia","Pandorida","Lyonsiidae",,"","marine",
"187",61581,61581,"txn",,"family","Pandoridae",61580,7411,"extant",184,"Mollusca","Bivalvia","Pandorida","Pandoridae",,"","marine",
"188",69505,69505,"txn",,"family","Ucumariidae",70818,15508,"extinct",3,"Mollusca","Bivalvia","Pholadomyida","Ucumariidae",,"","marine",
"189",470641,470641,"txn",,"family","Chaenomyidae",70818,84456,"extinct",26,"Mollusca","Bivalvia","Pholadomyida","Chaenomyidae",,"","marine",
"190",61725,61725,"txn",,"family","Pholadomyidae",70818,16189,"extant",2579,"Mollusca","Bivalvia","Pholadomyida","Pholadomyidae",,"","marine",
"191",61049,61049,"txn",,"family","Margaritariidae",70818,7411,"",6,"Mollusca","Bivalvia","Pholadomyida","Margaritariidae",,"","marine",
"192",516313,516313,"txn",,"family","Yunannidae",516314,93411,"extinct",2,"Mollusca","Bivalvia","NO_ORDER_SPECIFIED","Yunannidae",,"Yunannia","marine",
"193",244009,244009,"txn",,"family","Matheriidae",244008,38358,"extinct",1,"Mollusca","Bivalvia","NO_ORDER_SPECIFIED","Matheriidae",,"","marine",
"194",244010,244010,"txn",,"family","Ischyrodontidae",244008,38358,"extinct",36,"Mollusca","Bivalvia","NO_ORDER_SPECIFIED","Ischyrodontidae",,"","marine",
"195",302382,302382,"txn",,"family","Peltogastridae",133229,52193,"extant",5,"Arthropoda","Thecostraca","NO_ORDER_SPECIFIED","Peltogastridae",,"Peltogaster","marine",
"196",477852,477852,"txn",,"family","Ctenaenigmatidae",22117,86135,"extinct",3,"Arthropoda","Thecostraca","NO_ORDER_SPECIFIED","Ctenaenigmatidae",,"","marine",
"197",420332,420332,"txn",,"family","Kasibelinuridae",142293,74903,"extinct",2,"Arthropoda","Xiphosura","NO_ORDER_SPECIFIED","Kasibelinuridae",,"Kasibelinurus","marine",
"198",464029,464029,"txn",,"family","Discinocarididae",464030,83195,"extinct",4,"Arthropoda","Malacostraca","NO_ORDER_SPECIFIED","Discinocarididae",,"Discinocaris","marine",
"199",464031,464031,"txn",,"family","Peltocarididae",464030,83195,"extinct",2,"Arthropoda","Malacostraca","NO_ORDER_SPECIFIED","Peltocarididae",,"Peltocaris","marine",
"200",168980,168980,"txn",,"family","Jerometichenoriidae",168982,33064,"extinct",1,"Arthropoda","Malacostraca","NO_ORDER_SPECIFIED","Jerometichenoriidae",,"","marine",
